날짜,품목,품종,등급,거래단위,최저가,최고가,평균가,전일대비 등락,전일 평균대비,전7일 평균대비,전년 동월동일 평균대비
2025.05.12,파프리카,노랑 파프리카,보통,5kg상자,13500,16000,14895,369,"14,526(102.5%)","19,014(78.3%)","14,310(104.1%)"
2025.05.12,파프리카,노랑 파프리카,하,5kg상자,6000,13500,11716,153,"11,563(101.3%)","13,848(84.6%)","11,624(100.8%)"
2025.05.12,파프리카,빨강 파프리카,상,5kg상자,21000,29000,22040,"1,714","20,326(108.4%)","26,628(82.8%)","16,855(130.8%)"
2025.05.12,파프리카,빨강 파프리카,보통,5kg상자,19000,21000,19795,"2,523","17,272(114.6%)","23,699(83.5%)","15,589(127%)"
2025.05.12,파프리카,빨강 파프리카,하,5kg상자,7000,19000,15847,"2,615","13,232(119.8%)","19,336(82%)","12,433(127.5%)"
2025.05.12,파프리카,오렌지 파프리카,상,5kg상자,24000,25000,24513,"1,251","23,262(105.4%)","28,116(87.2%)","21,000(116.7%)"
2025.05.12,파프리카,오렌지 파프리카,보통,5kg상자,23000,24000,23134,"2,526","20,608(112.3%)","25,062(92.3%)","18,056(128.1%)"
2025.05.12,파프리카,오렌지 파프리카,하,5kg상자,15000,23000,20119,"4,430","15,689(128.2%)","19,458(103.4%)","13,897(144.8%)"
2025.05.12,양상추,양상추(일반),상,12개,12500,15500,13710,"-2,422","16,132(85%)","15,665(87.5%)","13,072(104.9%)"
2025.05.12,양상추,양상추(일반),보통,12개,9500,12500,11092,"-2,560","13,652(81.2%)","12,869(86.2%)","11,821(93.8%)"
2025.05.12,양상추,양상추(일반),하,12개,3000,9500,7056,"-2,280","9,336(75.6%)","9,200(76.7%)","7,384(95.6%)"
2025.05.12,로메인,로메인(일반),상,2kg상자,4900,6500,5550,-636,"6,186(89.7%)","8,514(65.2%)","8,977(61.8%)"
2025.05.12,로메인,로메인(일반),보통,2kg상자,4000,4900,4268,-480,"4,748(89.9%)","6,894(61.9%)","7,321(58.3%)"
2025.05.12,로메인,로메인(일반),하,2kg상자,2600,4000,3663,80,"3,583(102.2%)","4,937(74.2%)","5,425(67.5%)"
2025.05.12,로메인,통로메인,상,2kg상자,4500,5500,4709,"-1,715","6,424(73.3%)","10,796(43.6%)","7,012(67.2%)"
2025.05.12,로메인,통로메인,보통,2kg상자,3200,4500,3847,-845,"4,692(82%)","8,650(44.5%)","5,766(66.7%)"
2025.05.12,로메인,통로메인,하,2kg상자,2000,3200,2802,-967,"3,769(74.3%)","5,581(50.2%)","2,282(122.8%)"
2025.05.12,아스파라거스,아스파라거스 국산,상,1kg,9000,10000,9259,-753,"10,012(92.5%)","11,109(83.3%)","10,743(86.2%)"
2025.05.12,아스파라거스,아스파라거스 국산,보통,1kg,8500,9000,8693,"-1,016","9,709(89.5%)","10,375(83.8%)","9,514(91.4%)"
2025.05.12,아스파라거스,아스파라거스 국산,하,1kg,7000,8500,8060,"-1,066","9,126(88.3%)","9,281(86.8%)","6,978(115.5%)"
2025.05.12,파슬리,파슬리,상,4kg상자,8500,9500,9158,"1,554","7,604(120.4%)","8,662(105.7%)","10,558(86.7%)"
2025.05.12,파슬리,파슬리,보통,4kg상자,8000,8500,8247,"2,585","5,662(145.7%)","7,376(111.8%)","7,874(104.7%)"
2025.05.12,파슬리,파슬리,하,4kg상자,6000,8000,7104,"2,705","4,399(161.5%)","6,009(118.2%)","2,929(242.5%)"
2025.05.12,비트,비트 국산,상,10kg상자,32500,33500,33005,872,"32,133(102.7%)","27,093(121.8%)","18,836(175.2%)"
2025.05.12,비트,비트 국산,보통,10kg상자,30000,32500,32057,"1,749","30,308(105.8%)","23,626(135.7%)","14,497(221.1%)"
2025.05.12,비트,비트 국산,하,10kg상자,8000,30000,22679,-717,"23,396(96.9%)","18,253(124.2%)","10,658(212.8%)"
2025.05.12,셀러리,셀러리,상,10kg상자,24000,26000,24700,"-1,543","26,243(94.1%)","23,357(105.7%)","14,094(175.3%)"
2025.05.12,셀러리,셀러리,보통,10kg상자,17000,24000,20642,"-3,663","24,305(84.9%)","19,588(105.4%)","10,762(191.8%)"
2025.05.12,셀러리,셀러리,하,10kg상자,3000,17000,12897,"-5,462","18,359(70.2%)","12,578(102.5%)","9,061(142.3%)"
2025.05.12,칼리플라워,칼리플라워,상,8kg상자,51000,54500,52881,"-5,308","58,189(90.9%)","52,085(101.5%)","32,943(160.5%)"
2025.05.12,칼리플라워,칼리플라워,보통,8kg상자,27000,51000,40674,"1,067","39,607(102.7%)","42,478(95.8%)","21,649(187.9%)"
2025.05.12,칼리플라워,칼리플라워,하,8kg상자,4000,27000,17325,"-11,790","29,115(59.5%)","28,750(60.3%)","8,480(204.3%)"
2025.05.12,브로콜리,브로콜리 국산,상,8kg상자,34500,47000,39849,"-6,877","46,726(85.3%)","45,085(88.4%)","48,806(81.6%)"
2025.05.12,브로콜리,브로콜리 국산,보통,8kg상자,29500,34500,31318,"-8,259","39,577(79.1%)","36,976(84.7%)","42,929(73%)"
2025.05.12,브로콜리,브로콜리 국산,하,8kg상자,11000,29500,26324,"-1,183","27,507(95.7%)","24,191(108.8%)","28,548(92.2%)"
2025.05.12,브로콜리,브로콜리 수입,상,8kg상자,15500,16500,15939,-142,"16,081(99.1%)","15,561(102.4%)","31,085(51.3%)"
2025.05.12,브로콜리,브로콜리 수입,보통,8kg상자,14000,15500,14655,814,"13,841(105.9%)","13,225(110.8%)","28,651(51.2%)"
2025.05.12,브로콜리,브로콜리 수입,하,8kg상자,3000,14000,11135,251,"10,884(102.3%)","9,301(119.7%)","24,102(46.2%)"
2025.05.12,케일,케일,상,2kg상자,2900,4200,3362,"-7,020","10,382(32.4%)","5,898(57%)","9,702(34.7%)"
2025.05.12,케일,케일,보통,2kg상자,1900,2900,2273,"-5,046","7,319(31.1%)","4,130(55%)","7,400(30.7%)"
2025.05.12,케일,케일,하,2kg상자,1100,1900,1617,"-3,747","5,364(30.1%)","2,913(55.5%)","5,666(28.5%)"
2025.05.12,빨간양배추,빨간양배추 국산,상,8kg상자,15000,15000,15000,"3,985","11,015(136.2%)","11,758(127.6%)","16,373(91.6%)"
2025.05.12,빨간양배추,빨간양배추 국산,보통,8kg상자,9000,15000,11590,"1,512","10,078(115%)","10,911(106.2%)","14,623(79.3%)"
2025.05.12,빨간양배추,빨간양배추 국산,하,8kg상자,3000,9000,8619,-96,"8,715(98.9%)","9,555(90.2%)","11,777(73.2%)"
2025.05.12,비타민,비타민,상,2kg상자,2500,3000,2701,-181,"2,882(93.7%)","4,111(65.7%)","2,577(104.8%)"
2025.05.12,비타민,비타민,보통,2kg상자,1900,2500,2116,75,"2,041(103.7%)","3,049(69.4%)","1,753(120.7%)"
2025.05.12,비타민,비타민,하,2kg상자,500,1900,1485,16,"1,469(101.1%)","2,173(68.3%)","1,053(141%)"
2025.05.12,바실,바실,상,1kg상자,26900,27900,27318,391,"26,927(101.5%)","32,332(84.5%)","26,019(105%)"
2025.05.12,바실,바실,보통,1kg상자,23200,26900,25326,"2,110","23,216(109.1%)","28,870(87.7%)","21,825(116%)"
2025.05.12,바실,바실,하,1kg상자,11100,23200,18067,"-2,460","20,527(88%)","22,838(79.1%)","15,348(117.7%)"
2025.05.12,딜,딜,상,1kg상자,4300,4700,4529,350,"4,179(108.4%)","7,808(58%)","4,089(110.8%)"
2025.05.12,딜,딜,보통,1kg상자,3900,4300,4078,830,"3,248(125.6%)","6,193(65.8%)","3,100(131.5%)"
2025.05.12,딜,딜,하,1kg상자,1200,3900,2579,163,"2,416(106.7%)","4,119(62.6%)","2,393(107.8%)"
2025.05.12,루꼴라,로케트 루꼴라,상,1kg상자,4600,5800,5269,706,"4,563(115.5%)","8,581(61.4%)","4,988(105.6%)"
2025.05.12,루꼴라,로케트 루꼴라,보통,1kg상자,1700,4600,2784,-169,"2,953(94.3%)","5,762(48.3%)","3,718(74.9%)"
2025.05.12,루꼴라,로케트 루꼴라,하,1kg상자,600,1700,1092,174,918(119%),"3,211(34%)","2,315(47.2%)"
2025.05.12,고구마순,생고구마순,상,4kg상자,17500,18500,18074,-35,"18,109(99.8%)","16,027(112.8%)","19,853(91%)"
2025.05.12,고구마순,생고구마순,보통,4kg상자,17000,17500,17464,964,"16,500(105.8%)","15,020(116.3%)","18,949(92.2%)"
2025.05.12,고구마순,생고구마순,하,4kg상자,15500,17000,16456,945,"15,511(106.1%)","13,124(125.4%)","18,154(90.6%)"
2025.05.12,취나물,취나물,상,4kg상자,22500,34000,26202,"-5,157","31,359(83.6%)","25,580(102.4%)","25,833(101.4%)"
2025.05.12,취나물,취나물,보통,4kg상자,17500,22500,19035,"-8,031","27,066(70.3%)","20,557(92.6%)","20,100(94.7%)"
2025.05.12,취나물,취나물,하,4kg상자,5000,17500,13242,"-6,123","19,365(68.4%)","14,234(93%)","13,460(98.4%)"
2025.05.12,취나물,곰취나물,상,2kg상자,18500,20500,19205,-608,"19,813(96.9%)","20,332(94.5%)","11,986(160.2%)"
2025.05.12,취나물,곰취나물,보통,2kg상자,12500,18500,14738,-743,"15,481(95.2%)","17,153(85.9%)","10,195(144.6%)"
2025.05.12,취나물,곰취나물,하,2kg상자,10000,12500,12051,-493,"12,544(96.1%)","14,488(83.2%)","8,223(146.6%)"
2025.05.12,달래,달래(일반),상,8kg,176000,180000,178909,"""""","178,909(100%)","161,650(110.7%)",0
2025.05.12,달래,달래(일반),보통,8kg,132000,176000,164565,"""""","164,565(100%)","148,385(110.9%)",0
2025.05.12,달래,달래(일반),하,8kg,26000,132000,61455,"""""","61,455(100%)","77,366(79.4%)",0
2025.05.12,두릅,참두릅(자연산),상,1kg,15000,29500,19190,"-1,971","21,161(90.7%)","22,202(86.4%)","22,165(86.6%)"
2025.05.12,두릅,참두릅(자연산),보통,1kg,10000,15000,12310,"-2,133","14,443(85.2%)","16,168(76.1%)","15,432(79.8%)"
2025.05.12,두릅,참두릅(자연산),하,1kg,5500,10000,9471,-813,"10,284(92.1%)","12,065(78.5%)","7,766(122%)"
2025.05.12,두릅,땅두릅(재배산),상,2kg,14500,21500,16519,"-2,454","18,973(87.1%)","18,426(89.7%)","13,907(118.8%)"
2025.05.12,두릅,땅두릅(재배산),보통,2kg,12500,14500,13492,"-1,888","15,380(87.7%)","15,078(89.5%)","10,110(133.5%)"
2025.05.12,두릅,땅두릅(재배산),하,2kg,5000,12500,10547,-559,"11,106(95%)","11,373(92.7%)","7,345(143.6%)"
2025.05.12,아욱,아욱,상,400g단,1350,1780,1527,-108,"1,635(93.4%)","1,444(105.7%)","2,017(75.7%)"
2025.05.12,아욱,아욱,보통,400g단,860,1350,1113,314,799(139.3%),"1,016(109.5%)","1,603(69.4%)"
2025.05.12,아욱,아욱,하,400g단,550,860,755,145,610(123.8%),766(98.6%),"1,017(74.2%)"
2025.05.12,아욱,아욱,상,4kg상자,13500,17800,15270,"-1,078","16,348(93.4%)","14,439(105.8%)","20,167(75.7%)"
2025.05.12,아욱,아욱,보통,4kg상자,8600,13500,11131,"3,139","7,992(139.3%)","10,164(109.5%)","16,027(69.5%)"
2025.05.12,아욱,아욱,하,4kg상자,5500,8600,7552,"1,450","6,102(123.8%)","7,662(98.6%)","10,172(74.2%)"
2025.05.12,근대,근대,상,4kg상자,10400,11200,10657,"1,336","9,321(114.3%)","9,479(112.4%)","17,571(60.7%)"
2025.05.12,근대,근대,보통,4kg상자,8000,10400,8929,"1,458","7,471(119.5%)","7,844(113.8%)","16,127(55.4%)"
2025.05.12,근대,근대,하,4kg상자,5600,8000,6917,696,"6,221(111.2%)","6,158(112.3%)","13,452(51.4%)"
2025.05.12,근대,적근대,상,2kg상자,5100,7600,6015,"-2,568","8,583(70.1%)","9,554(63%)","11,480(52.4%)"
2025.05.12,근대,적근대,보통,2kg상자,3400,5100,3989,"-1,495","5,484(72.7%)","6,824(58.5%)","8,200(48.6%)"
2025.05.12,근대,적근대,하,2kg상자,2700,3400,3169,-12,"3,181(99.6%)","4,126(76.8%)","4,252(74.5%)"
2025.05.12,돗나물,돗나물,상,4kg,9700,11200,10536,"3,145","7,391(142.6%)","5,294(199%)","7,637(138%)"
2025.05.12,돗나물,돗나물,보통,4kg,7200,9700,8455,"4,006","4,449(190%)","3,461(244.3%)","5,834(144.9%)"
2025.05.12,돗나물,돗나물,하,4kg,5400,7200,6019,"3,010","3,009(200%)","2,415(249.2%)","3,422(175.9%)"
2025.05.12,머위대,머위대,상,4kg상자,6000,29000,17341,791,"16,550(104.8%)","19,779(87.7%)",0
2025.05.12,머위대,머위잎,상,4kg상자,19000,29000,21734,"-3,972","25,706(84.5%)","25,939(83.8%)","23,037(94.3%)"
2025.05.12,머위대,머위잎,보통,4kg상자,16500,19000,17940,445,"17,495(102.5%)","20,934(85.7%)","18,972(94.6%)"
2025.05.12,머위대,머위잎,하,4kg상자,6000,16500,14553,"3,505","11,048(131.7%)","15,543(93.6%)","15,753(92.4%)"
2025.05.12,청경채,청경채,상,4kg상자,3700,4900,4035,439,"3,596(112.2%)","4,449(90.7%)","4,912(82.1%)"
2025.05.12,청경채,청경채,보통,4kg상자,2800,3700,3279,268,"3,011(108.9%)","3,859(85%)","3,898(84.1%)"
2025.05.12,청경채,청경채,하,4kg상자,1100,2800,2444,151,"2,293(106.6%)","3,057(79.9%)","2,966(82.4%)"
2025.05.12,참나물,참나물,상,4kg,22200,24800,23147,-41,"23,188(99.8%)","13,907(166.4%)","19,858(116.6%)"
2025.05.12,참나물,참나물,보통,4kg,19800,22200,20797,-343,"21,140(98.4%)","12,257(169.7%)","18,997(109.5%)"
2025.05.12,참나물,참나물,하,4kg,16500,19800,18408,"1,270","17,138(107.4%)","10,084(182.5%)","17,105(107.6%)"
2025.05.12,무순,무순,상,0.05kg,350,350,350,"""""",350(100%),340(102.9%),350(100%)
2025.05.12,무순,무순,보통,0.05kg,250,350,302,-26,328(92.1%),307(98.4%),347(87%)
2025.05.12,무순,무순,하,0.05kg,250,250,250,-1,251(99.6%),251(99.6%),264(94.7%)
2025.05.12,고수,고수,상,0.2kg,3000,3400,3152,655,"2,497(126.2%)","3,885(81.1%)","4,013(78.5%)"
2025.05.12,고수,고수,보통,0.2kg,2500,3000,2749,697,"2,052(134%)","3,118(88.2%)","2,772(99.2%)"
2025.05.12,고수,고수,하,0.2kg,1300,2500,1914,427,"1,487(128.7%)","2,219(86.3%)","1,715(111.6%)"
2025.05.12,당귀잎,당귀잎,상,1kg,4000,5800,4552,61,"4,491(101.4%)","6,146(74.1%)","4,726(96.3%)"
2025.05.12,당귀잎,당귀잎,보통,1kg,3500,4000,3745,55,"3,690(101.5%)","5,213(71.8%)","4,191(89.4%)"
2025.05.12,당귀잎,당귀잎,하,1kg,1600,3500,2967,76,"2,891(102.6%)","4,057(73.1%)","3,471(85.5%)"
2025.05.12,방풍나물,방풍나물,상,2kg상자,6000,7500,6384,-915,"7,299(87.5%)","7,899(80.8%)","7,806(81.8%)"
2025.05.12,방풍나물,방풍나물,보통,2kg상자,4000,6000,5052,139,"4,913(102.8%)","6,941(72.8%)","7,299(69.2%)"
2025.05.12,방풍나물,방풍나물,하,2kg상자,3000,4000,3375,-89,"3,464(97.4%)","5,910(57.1%)","5,574(60.5%)"
2025.05.12,치커리,치커리(일반),상,2kg상자,5700,7500,6176,63,"6,113(101%)","8,057(76.7%)","4,507(137%)"
2025.05.12,치커리,치커리(일반),보통,2kg상자,4800,5700,5214,28,"5,186(100.5%)","6,924(75.3%)","3,568(146.1%)"
2025.05.12,치커리,치커리(일반),하,2kg상자,2100,4800,4014,694,"3,320(120.9%)","5,255(76.4%)","1,965(204.3%)"
2025.05.12,치커리,레드 치커리,상,2kg상자,19200,20100,19925,"5,863","14,062(141.7%)","18,688(106.6%)","13,273(150.1%)"
2025.05.12,치커리,레드 치커리,보통,2kg상자,16200,19200,18226,"6,055","12,171(149.7%)","16,785(108.6%)","10,408(175.1%)"
2025.05.12,치커리,레드 치커리,하,2kg상자,10700,16200,12361,"3,868","8,493(145.5%)","13,916(88.8%)","5,548(222.8%)"
2025.05.12,버섯,느타리버섯,특,2kg상자,16500,20500,18899,"-1,889","20,788(90.9%)","22,057(85.7%)","14,379(131.4%)"
2025.05.12,버섯,느타리버섯,상,2kg상자,9500,16500,12010,859,"11,151(107.7%)","10,993(109.3%)","9,144(131.3%)"
2025.05.12,버섯,느타리버섯,보통,2kg상자,5500,9500,6332,575,"5,757(110%)","6,145(103%)","4,324(146.4%)"
2025.05.12,버섯,느타리버섯,하,2kg상자,3000,5500,4690,397,"4,293(109.2%)","4,651(100.8%)","1,787(262.5%)"
2025.05.12,버섯,양송이,특,2kg상자,24000,28500,26718,"-3,314","30,032(89%)","28,592(93.4%)","26,558(100.6%)"
2025.05.12,버섯,양송이,상,2kg상자,15500,24000,18921,"-4,597","23,518(80.5%)","22,498(84.1%)","18,911(100.1%)"
2025.05.12,버섯,양송이,보통,2kg상자,7500,15500,11994,"-1,947","13,941(86%)","14,717(81.5%)","11,399(105.2%)"
2025.05.12,버섯,양송이,하,2kg상자,1000,7500,5805,"-1,236","7,041(82.4%)","7,343(79.1%)","4,654(124.7%)"
2025.05.12,버섯,새송이버섯,특,2kg상자,8500,12500,10326,-34,"10,360(99.7%)","10,755(96%)","9,387(110%)"
2025.05.12,버섯,새송이버섯,상,2kg상자,7000,8500,7508,118,"7,390(101.6%)","7,562(99.3%)","7,033(106.8%)"
2025.05.12,버섯,새송이버섯,보통,2kg상자,5500,7000,6475,218,"6,257(103.5%)","6,403(101.1%)","6,301(102.8%)"
2025.05.12,버섯,새송이버섯,하,2kg상자,1600,5500,4159,-76,"4,235(98.2%)","4,532(91.8%)","3,310(125.6%)"
2025.05.12,버섯,새송이버섯,특,4kg상자,10500,10500,10500,-492,"10,992(95.5%)","10,307(101.9%)","10,817(97.1%)"
2025.05.12,버섯,새송이버섯,상,4kg상자,10000,10500,10037,-458,"10,495(95.6%)","10,157(98.8%)","9,797(102.4%)"
2025.05.12,버섯,새송이버섯,보통,4kg상자,9500,10000,9834,-18,"9,852(99.8%)","9,659(101.8%)","8,959(109.8%)"
2025.05.12,버섯,새송이버섯,하,4kg상자,9000,9500,9138,-28,"9,166(99.7%)","9,021(101.3%)","8,097(112.9%)"
2025.05.12,버섯,생표고,특,16kg,168000,176000,172000,"-40,000","212,000(81.1%)","200,667(85.7%)","80,000(215%)"
2025.05.12,버섯,생표고,상,16kg,136000,168000,152737,"9,737","143,000(106.8%)","145,744(104.8%)","65,000(235%)"
2025.05.12,버섯,생표고,보통,16kg,64000,136000,102158,"4,658","97,500(104.8%)","98,215(104%)","51,750(197.4%)"
2025.05.12,버섯,생표고,하,16kg,40000,64000,54471,"6,471","48,000(113.5%)","57,857(94.1%)","45,714(119.2%)"
2025.05.12,버섯,생표고,특,1kg,10500,14500,11279,-580,"11,859(95.1%)","13,180(85.6%)","12,740(88.5%)"
2025.05.12,버섯,생표고,상,1kg,6750,10500,8231,-125,"8,356(98.5%)","9,183(89.6%)","7,920(103.9%)"
2025.05.12,버섯,생표고,보통,1kg,3500,6750,5095,546,"4,549(112%)","5,690(89.5%)","4,696(108.5%)"
2025.05.12,버섯,생표고,하,1kg,750,3500,2867,"1,000","1,867(153.6%)","2,871(99.9%)","2,429(118%)"
2025.05.12,버섯,생표고,특,4kg상자,32000,32000,32000,"2,250","29,750(107.6%)","39,125(81.8%)","29,000(110.3%)"
2025.05.12,버섯,생표고,상,4kg상자,28000,30000,29500,"4,643","24,857(118.7%)","30,659(96.2%)","29,000(101.7%)"
2025.05.12,버섯,생표고,보통,4kg상자,15000,28000,18800,-101,"18,901(99.5%)","18,813(99.9%)","24,750(76%)"
2025.05.12,버섯,생표고,하,4kg상자,6000,15000,10750,-315,"11,065(97.2%)","11,757(91.4%)","11,920(90.2%)"
2025.05.12,버섯,생표고,특,8kg,82000,100000,89200,"-1,400","90,600(98.5%)","104,038(85.7%)","98,750(90.3%)"
2025.05.12,버섯,생표고,상,8kg,54000,82000,63825,"-11,508","75,333(84.7%)","72,172(88.4%)","66,225(96.4%)"
2025.05.12,버섯,생표고,보통,8kg,28000,54000,39357,"3,585","35,772(110%)","40,481(97.2%)","37,887(103.9%)"
2025.05.12,버섯,생표고,하,8kg,12000,28000,20883,"11,261","9,622(217%)","20,331(102.7%)","14,065(148.5%)"
2025.05.12,버섯,팽이버섯,특,5kg상자,11000,11500,11101,-169,"11,270(98.5%)","11,471(96.8%)","16,000(69.4%)"
2025.05.12,버섯,팽이버섯,상,5kg상자,10500,11000,10705,19,"10,686(100.2%)","11,002(97.3%)","14,765(72.5%)"
2025.05.12,버섯,팽이버섯,보통,5kg상자,10000,10500,10194,28,"10,166(100.3%)","10,299(99%)","11,995(85%)"
2025.05.12,버섯,팽이버섯,하,5kg상자,9000,10000,9525,154,"9,371(101.6%)","9,568(99.6%)","10,105(94.3%)"
2025.05.12,버섯,만가닥버섯,특,1.5kg상자,8000,8000,8000,-138,"8,138(98.3%)","9,870(81.1%)","11,782(67.9%)"
2025.05.12,버섯,만가닥버섯,상,1.5kg상자,7000,8000,7303,21,"7,282(100.3%)","8,411(86.8%)","7,026(103.9%)"
2025.05.12,버섯,만가닥버섯,보통,1.5kg상자,3000,7000,4932,125,"4,807(102.6%)","4,639(106.3%)","5,637(87.5%)"
2025.05.12,버섯,만가닥버섯,하,1.5kg상자,3000,3000,3000,59,"2,941(102%)","2,904(103.3%)","4,138(72.5%)"
2025.05.12,버섯,맛느타리버섯,특,2kg상자,6500,6500,6500,-100,"6,600(98.5%)","7,414(87.7%)","10,000(65%)"
2025.05.12,버섯,맛느타리버섯,상,2kg상자,5500,6500,5989,477,"5,512(108.7%)","5,935(100.9%)","9,062(66.1%)"
2025.05.12,버섯,맛느타리버섯,보통,2kg상자,4200,5500,4827,388,"4,439(108.7%)","4,768(101.2%)","7,916(61%)"
2025.05.12,버섯,맛느타리버섯,하,2kg상자,3900,4200,4054,242,"3,812(106.3%)","4,079(99.4%)","6,058(66.9%)"
2025.05.12,버섯,꽃느타리버섯,특,2kg상자,6000,6000,6000,-130,"6,130(97.9%)","6,190(96.9%)","6,328(94.8%)"
2025.05.12,버섯,꽃느타리버섯,상,2kg상자,5500,6000,5619,-320,"5,939(94.6%)","5,838(96.2%)","5,497(102.2%)"
2025.05.12,버섯,꽃느타리버섯,보통,2kg상자,4800,5500,5101,-429,"5,530(92.2%)","5,391(94.6%)","4,627(110.2%)"
2025.05.12,버섯,꽃느타리버섯,하,2kg상자,2200,4800,3714,-47,"3,761(98.8%)","3,526(105.3%)","3,066(121.1%)"
2025.05.12,버섯,생표고 수입,특,4kg상자,25000,25000,25000,"1,000","24,000(104.2%)","24,576(101.7%)","25,000(100%)"
2025.05.12,버섯,생표고 수입,상,4kg상자,23000,25000,23846,986,"22,860(104.3%)","23,905(99.8%)","24,219(98.5%)"
2025.05.12,버섯,생표고 수입,보통,4kg상자,18000,23000,20620,-967,"21,587(95.5%)","22,781(90.5%)","21,092(97.8%)"
2025.05.12,버섯,생표고 수입,하,4kg상자,16000,18000,17909,"-2,851","20,760(86.3%)","21,481(83.4%)","19,579(91.5%)"
2025.05.12,콩류,완두콩,상,4Kg그물망,21500,26500,22623,-11,"22,634(100%)","22,675(99.8%)","22,858(99%)"
2025.05.12,콩류,완두콩,보통,4Kg그물망,20000,21500,20720,-208,"20,928(99%)","21,089(98.3%)","19,522(106.1%)"
2025.05.12,콩류,완두콩,하,4Kg그물망,12000,20000,17092,"-1,542","18,634(91.7%)","19,190(89.1%)","16,077(106.3%)"
2025.05.12,사과,사과 부사,특,10kg상자,136000,180000,150852,"99,004","51,848(291%)","99,747(151.2%)","113,725(132.6%)"
2025.05.12,사과,사과 부사,상,10kg상자,58000,136000,77145,"31,594","45,551(169.4%)","65,992(116.9%)","88,899(86.8%)"
2025.05.12,사과,사과 부사,보통,10kg상자,40000,58000,46437,"6,696","39,741(116.8%)","45,943(101.1%)","57,573(80.7%)"
2025.05.12,사과,사과 부사,하,10kg상자,12000,40000,28936,"-1,829","30,765(94.1%)","27,561(105%)","30,300(95.5%)"
2025.05.12,사과,사과 미시마,특,10kg상자,102000,160000,121727,"2,575","119,152(102.2%)","134,474(90.5%)","152,305(79.9%)"
2025.05.12,사과,사과 미시마,상,10kg상자,58000,100000,69022,"-9,643","78,665(87.7%)","82,206(84%)","85,590(80.6%)"
2025.05.12,사과,사과 미시마,보통,10kg상자,34000,58000,46727,"-5,293","52,020(89.8%)","53,351(87.6%)","64,626(72.3%)"
2025.05.12,사과,사과 미시마,하,10kg상자,7000,34000,25411,"-4,537","29,948(84.9%)","31,282(81.2%)","45,682(55.6%)"
2025.05.12,사과,사과 미얀마,특,10kg상자,90000,90000,90000,"-1,714","91,714(98.1%)","85,662(105.1%)","110,827(81.2%)"
2025.05.12,사과,사과 미얀마,상,10kg상자,90000,90000,90000,"14,780","75,220(119.6%)","64,269(140%)","87,581(102.8%)"
2025.05.12,사과,사과 미얀마,보통,10kg상자,74000,90000,86313,"42,592","43,721(197.4%)","45,428(190%)","62,704(137.7%)"
2025.05.12,사과,사과 미얀마,하,10kg상자,38000,74000,62488,"33,081","29,407(212.5%)","30,022(208.1%)","32,469(192.5%)"
2025.05.12,사과,사과 미야비,특,10kg상자,65000,100000,74981,"-14,834","89,815(83.5%)","89,815(83.5%)",0
2025.05.12,사과,사과 미야비,상,10kg상자,61000,65000,63066,"-8,189","71,255(88.5%)","71,255(88.5%)",0
2025.05.12,사과,사과 미야비,보통,10kg상자,42000,61000,53771,"-13,921","67,692(79.4%)","67,692(79.4%)",0
2025.05.12,사과,사과 미야비,하,10kg상자,10000,42000,31468,"-17,543","49,011(64.2%)","49,011(64.2%)",0
2025.05.12,배,배 신고,특,15kg상자,85000,128000,101905,"40,259","61,646(165.3%)","96,087(106.1%)","136,423(74.7%)"
2025.05.12,배,배 신고,상,15kg상자,38000,85000,51644,"6,582","45,062(114.6%)","55,856(92.5%)","111,976(46.1%)"
2025.05.12,배,배 신고,보통,15kg상자,22000,38000,29704,"-3,253","32,957(90.1%)","36,035(82.4%)","82,799(35.9%)"
2025.05.12,배,배 신고,하,15kg상자,3000,22000,15017,"-9,374","24,391(61.6%)","18,283(82.1%)","50,045(30%)"
2025.05.12,복숭아,복숭아 산정백도(백),특,2.5kg상자,130000,130000,130000,"""""","130,000(100%)","130,000(100%)",0
2025.05.12,복숭아,복숭아 산정백도(백),상,2.5kg상자,120000,130000,122500,"-1,786","124,286(98.6%)","122,977(99.6%)",0
2025.05.12,복숭아,복숭아 산정백도(백),보통,2.5kg상자,70000,120000,100833,"-13,167","114,000(88.5%)","112,000(90%)",0
2025.05.12,복숭아,복숭아 산정백도(백),하,2.5kg상자,30000,70000,41273,"-58,727","100,000(41.3%)","92,500(44.6%)",0
2025.05.12,복숭아,복숭아 그린황도(황),특,2.5kg상자,130000,130000,130000,"""""","130,000(100%)","130,000(100%)",0
2025.05.12,복숭아,복숭아 그린황도(황),상,2.5kg상자,120000,130000,123846,-440,"124,286(99.6%)","122,977(100.7%)",0
2025.05.12,복숭아,복숭아 그린황도(황),보통,2.5kg상자,100000,120000,112000,"-2,000","114,000(98.2%)","112,000(100%)",0
2025.05.12,복숭아,복숭아 그린황도(황),하,2.5kg상자,70000,90000,81111,"-18,889","100,000(81.1%)","92,500(87.7%)",0
2025.05.12,복숭아,복숭아 대옥계(백),특,2.5kg상자,130000,130000,130000,"""""","130,000(100%)","130,000(100%)",0
2025.05.12,복숭아,복숭아 대옥계(백),상,2.5kg상자,120000,130000,123846,-440,"124,286(99.6%)","122,977(100.7%)",0
2025.05.12,복숭아,복숭아 대옥계(백),보통,2.5kg상자,100000,120000,112000,"-2,000","114,000(98.2%)","112,000(100%)",0
