DATE,intake,avg_price
2021-11-20,64,12602
2021-11-19,73,12852
2021-11-18,58,13082
2021-11-17,63,10473
2021-11-16,58,10147
2021-11-15,78,12693
2021-11-14,0,0
2021-11-13,58,14255
2021-11-12,69,14540
2021-11-11,46,13906
2021-11-10,42,12661
2021-11-09,41,12674
2021-11-08,62,12664
2021-11-06,51,12865
2021-11-05,33,12486
2021-11-04,39,10456
2021-11-03,29,10038
2021-11-02,36,9201
2021-11-01,34,9027
2021-10-31,0,0
2021-10-30,32,8913
2021-10-29,33,8311
2021-10-28,34,7959
2021-10-27,30,7973
2021-10-26,37,8320
2021-10-25,35,8489
2021-10-24,0,0
2021-10-23,22,9105
2021-10-22,26,8247
2021-10-21,33,6948
2021-10-20,33,6689
2021-10-19,28,6937
2021-10-18,22,7371
2021-10-17,0,0
2021-10-16,21,6375
2021-10-15,25,5821
2021-10-14,35,5148
2021-10-13,24,5854
2021-10-12,30,6053
2021-10-11,32,6280
2021-10-09,20,5686
2021-10-08,35,5652
2021-10-07,31,7937
2021-10-06,32,9435
2021-10-05,27,9209
2021-10-04,41,8620
2021-10-02,28,10894
2021-10-01,24,12331
2021-09-30,12,12227
2021-09-29,24,11682
2021-09-28,33,11164
2021-09-27,33,13597
2021-09-26,0,0
2021-09-25,34,15688
2021-09-24,41,16017
2021-09-23,0,0
2021-09-22,0,0
2021-09-20,0,0
2021-09-19,0,0
2021-09-18,16,25302
2021-09-17,37,16425
2021-09-16,38,17351
2021-09-15,37,16956
2021-09-14,42,17265
2021-09-13,44,16157
2021-09-12,0,0
2021-09-11,40,16051
2021-09-10,36,15596
2021-09-09,33,15674
2021-09-08,22,15680
2021-09-07,35,15951
2021-09-06,33,14780
2021-09-04,32,13884
2021-09-03,32,13878
2021-09-02,14,16622
2021-09-01,20,13912
2021-08-31,35,11186
2021-08-30,31,12468
2021-08-29,0,0
2021-08-28,28,13453
2021-08-27,27,13425
2021-08-26,26,12335
2021-08-25,9,15398
2021-08-24,26,11843
2021-08-23,27,11258
2021-08-22,0,0
2021-08-21,22,10326
2021-08-20,28,9474
2021-08-19,20,10569
2021-08-18,16,12903
2021-08-17,27,8873
2021-08-16,23,10138
2021-08-15,0,0
2021-08-14,15,9500
2021-08-13,17,10944
2021-08-12,23,8909
2021-08-11,25,10087
2021-08-10,19,11852
2021-08-09,23,12179
2021-08-06,19,11531
2021-08-05,15,11902
2021-08-04,20,11336
2021-08-03,13,13200
2021-08-02,20,11459
2021-08-01,0,0
2021-07-31,11,12575
2021-07-30,14,10457
2021-07-29,13,9672
2021-07-28,14,9586
2021-07-27,15,8907
2021-07-26,16,8643
2021-07-25,0,0
2021-07-24,14,5908
2021-07-23,20,4847
2021-07-22,18,5807
2021-07-21,21,4930
2021-07-20,17,7100
2021-07-19,23,6540
2021-07-18,0,0
2021-07-17,9,8200
2021-07-16,16,5639
2021-07-15,17,4300
2021-07-14,29,4028
2021-07-13,24,4945
2021-07-12,21,7109
2021-07-11,0,0
2021-07-10,17,5448
2021-07-09,23,6034
2021-07-08,24,5973
2021-07-07,29,6086
2021-07-06,36,5496
2021-07-05,17,9244
2021-07-03,25,5758
2021-07-02,31,5373
2021-07-01,25,5705
2021-06-30,25,5856
2021-06-29,25,6713
2021-06-28,24,6500
2021-06-27,0,0
2021-06-26,15,6200
2021-06-25,21,5318
2021-06-24,23,6043
2021-06-23,22,5891
2021-06-22,21,7090
2021-06-21,22,6770
2021-06-20,0,0
2021-06-19,13,6165
2021-06-18,17,5998
2021-06-17,19,5542
2021-06-16,27,5359
2021-06-15,20,6082
2021-06-14,30,5788
2021-06-13,0,0
2021-06-12,6,7800
2021-06-11,18,6736
2021-06-10,11,7474
2021-06-09,20,6052
2021-06-08,17,6721
2021-06-07,17,7984
2021-06-05,18,6533
2021-06-04,11,8517
2021-06-03,16,7482
2021-06-02,16,6797
2021-06-01,23,7057
2021-05-31,18,7789
2021-05-30,0,0
2021-05-29,15,5753
2021-05-28,15,7066
2021-05-27,14,6359
2021-05-26,16,5835
2021-05-25,19,6174
2021-05-24,23,6071
2021-05-23,0,0
2021-05-22,16,6300
2021-05-21,12,7800
2021-05-20,14,5958
2021-05-19,14,5000
2021-05-18,21,5073
2021-05-17,15,6253
2021-05-16,0,0
2021-05-15,10,5665
2021-05-14,20,3896
2021-05-13,17,5040
2021-05-12,21,6570
2021-05-11,25,9113
2021-05-10,26,9497
2021-05-08,10,7399
2021-05-07,14,10880
2021-05-06,16,10500
2021-05-05,19,10815
2021-05-04,20,9595
2021-05-03,20,11776
2021-05-01,10,10970
2021-04-30,16,12053
2021-04-29,21,11672
2021-04-28,17,12100
2021-04-27,16,11714
2021-04-26,18,12119
2021-04-25,0,0
2021-04-24,9,11698
2021-04-23,14,11528
2021-04-22,10,10581
2021-04-21,14,10459
2021-04-20,18,11013
2021-04-19,19,11761
2021-04-18,0,0
2021-04-17,4,11500
2021-04-16,15,11426
2021-04-15,18,10862
2021-04-14,22,11006
2021-04-13,11,11443
2021-04-12,25,10875
2021-04-11,0,0
2021-04-10,9,11494
2021-04-09,13,12004
2021-04-08,11,11070
2021-04-07,16,11251
2021-04-06,16,11596
2021-04-05,22,10949
2021-04-03,6,10700
2021-04-02,14,11044
2021-04-01,14,11311
2021-03-31,12,10484
2021-03-30,16,10887
2021-03-29,21,11596
2021-03-28,0,0
2021-03-27,6,11600
2021-03-26,12,11336
2021-03-25,16,10939
2021-03-24,13,11260
2021-03-23,16,10632
2021-03-22,21,10946
2021-03-21,0,0
2021-03-20,3,10500
2021-03-19,7,9800
2021-03-18,14,9400
2021-03-17,15,10814
2021-03-16,14,10774
2021-03-15,19,11478
2021-03-14,0,0
2021-03-13,2,10873
2021-03-12,16,10873
2021-03-11,16,10502
2021-03-10,12,10763
2021-03-09,15,11170
2021-03-08,25,11143
2021-03-06,3,10800
2021-03-05,11,10963
2021-03-04,11,10070
2021-03-03,8,10197
2021-03-02,17,10524
2021-03-01,16,10880
2021-02-28,0,0
2021-02-27,10,10183
2021-02-26,13,11200
2021-02-25,16,10700
2021-02-24,18,11174
2021-02-23,14,11359
2021-02-22,22,10636
2021-02-21,0,0
2021-02-20,10,10569
2021-02-19,8,10800
2021-02-18,6,10300
2021-02-17,10,10088
2021-02-16,10,9528
2021-02-15,11,8742
2021-02-14,0,0
2021-02-13,0,0
2021-02-12,0,0
2021-02-11,1,8155
2021-02-10,15,8155
2021-02-09,12,8200
2021-02-08,21,8129
2021-02-06,10,7689
2021-02-05,14,7700
2021-02-04,17,8735
2021-02-03,18,7944
2021-02-02,18,7594
2021-02-01,20,8157
2021-01-31,0,0
2021-01-30,6,7500
2021-01-29,21,7859
2021-01-28,22,7716
2021-01-27,11,8100
2021-01-26,18,7200
2021-01-25,10,6682
2021-01-24,0,0
2021-01-23,7,5100
2021-01-22,16,5149
2021-01-21,13,4870
2021-01-20,15,5258
2021-01-19,12,6000
2021-01-18,17,5868
2021-01-17,0,0
2021-01-16,11,5400
2021-01-15,12,5500
2021-01-14,15,5100
2021-01-13,5,5500
2021-01-12,14,4663
2021-01-11,6,5200
2021-01-09,0,3000
2021-01-08,4,3000
2021-01-07,7,4400
2021-01-06,20,4091
2021-01-05,18,4545
2021-01-04,14,4619
2021-01-01,0,0
2020-12-31,5,2800
2020-12-30,27,4381
2020-12-29,13,4300
2020-12-28,14,3956
2020-12-27,0,0
2020-12-26,5,3700
2020-12-25,13,3562
2020-12-24,10,3683
2020-12-23,19,3543
2020-12-22,14,3793
2020-12-21,20,4216
2020-12-20,0,0
2020-12-19,10,4500
2020-12-18,7,3800
2020-12-17,5,3700
2020-12-16,6,3600
2020-12-15,14,4277
2020-12-14,4,5213
2020-12-13,0,0
2020-12-12,15,4500
2020-12-11,21,4559
2020-12-10,13,4126
2020-12-09,23,3529
2020-12-08,19,4690
2020-12-07,29,4896
2020-12-05,33,5477
2020-12-04,36,6211
2020-12-03,21,5897
2020-12-02,26,4009
2020-12-01,29,4348
2020-11-30,43,4846
2020-11-29,0,0
2020-11-28,49,6505
2020-11-27,60,7077
2020-11-26,59,6607
2020-11-25,50,6035
2020-11-24,54,6440
2020-11-23,71,7311
2020-11-22,0,0
2020-11-21,71,8209
2020-11-20,34,10372
2020-11-19,44,8730
2020-11-18,54,7363
2020-11-17,58,7563
2020-11-16,62,7271
2020-11-15,0,0
2020-11-14,57,8275
2020-11-13,45,8626
2020-11-12,41,7616
2020-11-11,41,7474
2020-11-10,34,7317
2020-11-09,37,7037
2020-11-07,36,6588
2020-11-06,38,7702
2020-11-05,24,7347
2020-11-04,31,6635
2020-11-03,34,6744
2020-11-02,32,6599
2020-11-01,0,0
2020-10-31,30,6055
2020-10-30,34,6712
2020-10-29,32,6711
2020-10-28,34,6733
2020-10-27,29,7405
2020-10-26,35,7366
2020-10-25,0,0
2020-10-24,28,7916
2020-10-23,41,7662
2020-10-22,40,8151
2020-10-21,34,8323
2020-10-20,38,8708
2020-10-19,39,9334
2020-10-18,0,0
2020-10-17,29,8968
2020-10-16,31,9327
2020-10-15,29,10806
2020-10-14,34,11311
2020-10-13,38,11373
2020-10-12,39,14338
2020-10-11,0,0
2020-10-10,23,14987
2020-10-09,36,18422
2020-10-08,34,24034
2020-10-07,35,25222
2020-10-06,40,24774
2020-10-05,42,28143
2020-10-01,0,0
2020-09-30,7,23995
2020-09-29,50,31987
2020-09-28,55,31713
2020-09-27,0,0
2020-09-26,38,32731
2020-09-25,41,30136
2020-09-24,42,30578
2020-09-23,51,29764
2020-09-22,37,30434
2020-09-21,49,32272
2020-09-20,0,0
2020-09-19,29,31671
2020-09-18,37,30217
2020-09-17,33,32634
2020-09-16,37,33090
2020-09-15,29,32510
2020-09-14,24,32293
2020-09-13,0,0
2020-09-12,19,27963
2020-09-11,22,26848
2020-09-10,23,25354
2020-09-09,24,25712
2020-09-08,15,28713
2020-09-07,22,26000
2020-09-05,22,21372
2020-09-04,19,24600
2020-09-03,12,26220
2020-09-02,22,19618
2020-09-01,28,17629
2020-08-31,35,19016
2020-08-30,0,0
2020-08-29,17,24149
2020-08-28,17,30226
2020-08-27,16,29290
2020-08-26,20,24828
2020-08-25,22,25441
2020-08-24,20,30301
2020-08-23,0,0
2020-08-22,13,24085
2020-08-21,21,23414
2020-08-20,18,23902
2020-08-19,22,23569
2020-08-18,16,24366
2020-08-17,16,25446
2020-08-16,0,0
2020-08-15,18,22375
2020-08-14,19,21648
2020-08-13,20,21310
2020-08-12,22,19234
2020-08-11,22,18982
2020-08-10,30,17333
2020-08-08,23,17020
2020-08-07,14,17537
2020-08-06,21,13637
2020-08-05,22,14465
2020-08-04,16,15655
2020-08-03,25,14588
2020-08-01,0,0
2020-07-31,17,16260
2020-07-30,16,13356
2020-07-29,19,12461
2020-07-28,24,13273
2020-07-27,31,12766
2020-07-26,0,0
2020-07-25,11,15581
2020-07-24,18,16242
2020-07-23,18,12869
2020-07-22,24,12492
2020-07-21,16,17799
2020-07-20,16,16554
2020-07-19,0,0
2020-07-18,16,11235
2020-07-17,18,11860
2020-07-16,25,12770
2020-07-15,17,13490
2020-07-14,14,12418
2020-07-13,29,11514
2020-07-12,0,0
2020-07-11,7,15400
2020-07-10,17,10547
2020-07-09,19,10625
2020-07-08,20,10521
2020-07-07,24,9321
2020-07-06,28,8816
2020-07-04,14,9800
2020-07-03,20,7926
2020-07-02,25,7676
2020-07-01,11,9442
2020-06-30,26,8692
2020-06-29,30,7841
2020-06-28,0,0
2020-06-27,13,9064
2020-06-26,14,7454
2020-06-25,24,10300
2020-06-24,19,10966
2020-06-23,24,7967
2020-06-22,17,11017
2020-06-21,0,0
2020-06-20,20,6931
2020-06-19,24,7286
2020-06-18,24,8010
2020-06-17,23,9403
2020-06-16,20,10825
2020-06-15,12,12400
2020-06-14,0,0
2020-06-13,23,6682
2020-06-12,14,9400
2020-06-11,22,8219
2020-06-10,18,9244
2020-06-09,16,9656
2020-06-08,18,8329
2020-06-06,16,7000
2020-06-05,21,7650
2020-06-04,23,6940
2020-06-03,29,7728
2020-06-02,24,9365
2020-06-01,19,9143
2020-05-31,0,0
2020-05-30,19,8248
2020-05-29,22,10316
2020-05-28,18,12044
2020-05-27,14,12100
2020-05-26,22,12872
2020-05-25,19,12383
2020-05-24,0,0
2020-05-23,13,11257
2020-05-22,20,12186
2020-05-21,15,12800
2020-05-20,17,10993
2020-05-19,22,10876
2020-05-18,20,10198
2020-05-17,0,0
2020-05-16,14,9116
2020-05-15,23,10575
2020-05-14,19,11125
2020-05-13,17,11156
2020-05-12,16,10700
2020-05-11,20,11789
2020-05-09,13,10504
2020-05-08,15,12394
2020-05-07,16,13475
2020-05-06,15,15594
2020-05-05,14,16293
2020-05-04,17,17167
2020-05-02,9,14400
2020-05-01,13,16530
2020-04-30,16,16090
2020-04-29,18,15347
2020-04-28,15,14214
2020-04-27,18,13254
2020-04-26,0,0
2020-04-25,10,12234
2020-04-24,14,11652
2020-04-23,15,10873
2020-04-22,13,10873
2020-04-21,12,10483
2020-04-20,15,9899
2020-04-19,0,0
2020-04-18,9,9500
2020-04-17,16,9600
2020-04-16,11,9500
2020-04-15,14,9300
2020-04-14,16,9093
2020-04-13,16,9236
2020-04-12,0,0
2020-04-11,8,8800
2020-04-10,16,8751
2020-04-09,16,8599
2020-04-08,13,9265
2020-04-07,16,9090
2020-04-06,17,9340
2020-04-04,10,9102
2020-04-03,14,8961
2020-04-02,15,9170
2020-04-01,16,9202
2020-03-31,16,9002
2020-03-30,16,9105
2020-03-29,0,0
2020-03-28,7,8500
2020-03-27,14,8918
2020-03-26,15,9040
2020-03-25,17,9051
2020-03-24,14,9552
2020-03-23,16,9093
2020-03-22,0,0
2020-03-21,8,8982
2020-03-20,11,9098
2020-03-19,16,8800
2020-03-18,17,9081
2020-03-17,13,9145
2020-03-16,17,9319
2020-03-15,0,0
2020-03-14,5,9200
2020-03-13,15,9000
2020-03-12,14,8918
2020-03-11,11,9200
2020-03-10,11,9174
2020-03-09,16,9300
2020-03-07,7,9200
2020-03-06,15,9356
2020-03-05,11,9580
2020-03-04,16,9550
2020-03-03,14,9500
2020-03-02,15,9600
2020-03-01,0,0
2020-02-29,8,9300
2020-02-28,14,9500
2020-02-27,10,9578
2020-02-26,8,9800
2020-02-25,11,9575
2020-02-24,18,9693
2020-02-23,0,0
2020-02-22,9,9485
2020-02-21,9,9594
2020-02-20,12,9067
2020-02-19,14,9500
2020-02-18,9,9955
2020-02-17,15,9549
2020-02-16,0,0
2020-02-15,16,9227
2020-02-14,22,9475
2020-02-13,8,10100
2020-02-12,11,9700
2020-02-11,13,9688
2020-02-10,20,9770
2020-02-08,9,9800
2020-02-07,7,9600
2020-02-06,14,9459
2020-02-05,11,10137
2020-02-04,10,9572
2020-02-03,19,9041
2020-02-01,9,9000
2020-01-31,11,9351
2020-01-30,15,9333
2020-01-29,11,9276
2020-01-28,20,9513
2020-01-27,0,0
2020-01-26,0,0
2020-01-25,0,0
2020-01-24,6,8000
2020-01-23,14,9917
2020-01-22,16,10050
2020-01-21,19,9685
2020-01-20,21,9381
2020-01-19,0,0
2020-01-18,19,9048
2020-01-17,20,9423
2020-01-16,16,9454
2020-01-15,16,9300
2020-01-14,18,9110
2020-01-13,27,9257
2020-01-12,0,0
2020-01-11,14,9500
2020-01-10,21,10175
2020-01-09,15,10339
2020-01-08,19,10206
2020-01-07,17,10703
2020-01-06,22,10208
2020-01-04,23,10121
2020-01-03,35,10827
2020-01-01,0,0
2019-12-31,7,12200
2019-12-30,22,10772
2019-12-29,0,0
2019-12-28,12,10394
2019-12-27,13,9665
2019-12-26,9,9755
2019-12-25,20,8543
2019-12-24,19,9435
2019-12-23,18,9435
2019-12-22,0,0
2019-12-21,14,9024
2019-12-20,21,9105
2019-12-19,19,9226
2019-12-18,14,10021
2019-12-17,19,9568
2019-12-16,23,9760
2019-12-15,0,0
2019-12-14,13,9539
2019-12-13,22,9562
2019-12-12,23,9408
2019-12-11,26,9528
2019-12-10,20,9907
2019-12-09,30,9751
2019-12-07,23,9786
2019-12-06,30,10181
2019-12-05,30,9770
2019-12-04,29,9578
2019-12-03,22,9000
2019-12-02,37,10321
2019-12-01,0,0
2019-11-30,52,9931
2019-11-29,46,10641
2019-11-28,43,10180
2019-11-27,51,8455
2019-11-26,46,10251
2019-11-25,71,11535
2019-11-24,0,0
2019-11-23,67,11712
2019-11-22,54,12578
2019-11-21,54,11086
2019-11-20,43,11142
2019-11-19,44,10591
2019-11-18,55,10913
2019-11-17,0,0
2019-11-16,47,11298
2019-11-15,57,10680
2019-11-14,40,10581
2019-11-13,46,9694
2019-11-12,50,10166
2019-11-11,45,10422
2019-11-09,26,10624
2019-11-08,34,9231
2019-11-07,35,8620
2019-11-06,37,8886
2019-11-05,37,9334
2019-11-04,38,9974
2019-11-02,25,9929
2019-11-01,31,10404
2019-10-31,24,10596
2019-10-30,28,11026
2019-10-29,32,11472
2019-10-28,29,11130
2019-10-27,0,0
2019-10-26,27,10920
2019-10-25,27,12516
2019-10-24,31,11663
2019-10-23,24,12359
2019-10-22,23,12902
2019-10-21,39,13185
2019-10-20,0,0
2019-10-19,19,14732
2019-10-18,29,14546
2019-10-17,35,15498
2019-10-16,35,16410
2019-10-15,24,16415
2019-10-14,30,15126
2019-10-13,0,0
2019-10-12,25,15231
2019-10-11,26,16031
2019-10-10,22,16002
2019-10-09,21,15337
2019-10-08,27,15051
2019-10-07,36,17002
2019-10-05,26,17712
2019-10-04,21,24934
2019-10-03,21,27192
2019-10-02,26,26134
2019-10-01,24,24916
2019-09-30,22,24750
2019-09-29,0,0
2019-09-28,12,24480
2019-09-27,21,22284
2019-09-26,18,21582
2019-09-25,18,21030
2019-09-24,21,18086
2019-09-23,15,28105
2019-09-22,0,0
2019-09-21,13,18227
2019-09-20,24,16631
2019-09-19,19,17334
2019-09-18,17,17653
2019-09-17,21,15080
2019-09-16,24,15095
2019-09-15,0,0
2019-09-14,0,0
2019-09-13,0,0
2019-09-12,5,11400
2019-09-11,30,15096
2019-09-10,35,16683
2019-09-09,42,15104
2019-09-07,33,14620
2019-09-06,41,14168
2019-09-05,45,15522
2019-09-04,29,21564
2019-09-03,31,12783
2019-09-02,40,11415
2019-09-01,0,0
2019-08-31,33,12034
2019-08-30,35,11105
2019-08-29,32,12386
2019-08-28,22,12508
2019-08-27,29,11877
2019-08-26,27,11283
2019-08-25,0,0
2019-08-24,24,11035
2019-08-23,23,9757
2019-08-22,22,9118
2019-08-21,25,7148
2019-08-20,33,7670
2019-08-19,36,9308
2019-08-18,0,0
2019-08-17,23,11409
2019-08-16,24,11673
2019-08-15,20,9587
2019-08-14,18,8456
2019-08-13,28,8410
2019-08-12,22,10036
2019-08-11,0,0
2019-08-10,21,9145
2019-08-09,19,9269
2019-08-08,30,10778
2019-08-07,23,9589
2019-08-06,24,8672
2019-08-05,21,8949
2019-08-02,23,6806
2019-08-01,21,7414
2019-07-31,19,6842
2019-07-30,18,6661
2019-07-29,25,7379
2019-07-28,0,0
2019-07-27,7,10700
2019-07-26,19,7007
2019-07-25,17,6649
2019-07-24,25,5075
2019-07-23,31,5442
2019-07-22,12,9103
2019-07-21,0,0
2019-07-20,16,5145
2019-07-19,18,5382
2019-07-18,34,5921
2019-07-17,12,8200
2019-07-16,24,6609
2019-07-15,31,6438
2019-07-14,0,0
2019-07-13,15,8354
2019-07-12,16,8147
2019-07-11,16,8949
2019-07-10,17,7090
2019-07-09,21,6213
2019-07-08,24,6500
2019-07-06,15,6211
2019-07-05,15,6758
2019-07-04,18,5947
2019-07-03,25,5771
2019-07-02,28,6181
2019-07-01,30,6313
2019-06-30,0,0
2019-06-29,21,7171
2019-06-28,11,9273
2019-06-27,17,6737
2019-06-26,15,6999
2019-06-25,19,6484
2019-06-24,26,5980
2019-06-23,0,0
2019-06-22,17,6068
2019-06-21,16,6745
2019-06-20,20,6300
2019-06-19,25,6614
2019-06-18,17,7793
2019-06-17,19,6868
2019-06-16,0,0
2019-06-15,13,5622
2019-06-14,15,5906
2019-06-13,19,5621
2019-06-12,21,6834
2019-06-11,18,6544
2019-06-10,26,7400
2019-06-08,7,6900
2019-06-07,15,6207
2019-06-06,21,6279
2019-06-05,20,6689
2019-06-04,23,6901
2019-06-03,21,7249
2019-06-01,11,7137
2019-05-31,20,7375
2019-05-30,20,6713
2019-05-29,20,6488
2019-05-28,18,6666
2019-05-27,17,5441
2019-05-26,0,0
2019-05-25,12,3967
2019-05-24,16,4700
2019-05-23,16,4500
2019-05-22,19,4289
2019-05-21,19,4361
2019-05-20,15,4703
2019-05-19,0,0
2019-05-18,9,4400
2019-05-17,15,4244
2019-05-16,15,4057
2019-05-15,12,4100
2019-05-14,17,3696
2019-05-13,20,3835
2019-05-12,0,0
2019-05-11,9,3600
2019-05-10,15,3558
2019-05-09,17,3420
2019-05-08,24,3672
2019-05-07,15,4005
2019-05-06,15,3406
2019-05-04,10,2884
2019-05-03,15,3000
2019-05-02,14,3117
2019-05-01,21,2946
2019-04-30,18,3195
2019-04-29,16,3212
2019-04-28,0,0
2019-04-27,7,2800
2019-04-26,16,2938
2019-04-25,16,2800
2019-04-24,17,3000
2019-04-23,14,3000
2019-04-22,24,3074
2019-04-21,0,0
2019-04-20,9,3500
2019-04-19,22,3328
2019-04-18,23,3170
2019-04-17,22,3198
2019-04-16,20,3198
2019-04-15,15,3400
2019-04-14,0,0
2019-04-13,7,2800
2019-04-12,18,3120
2019-04-11,14,2800
2019-04-10,16,2696
2019-04-09,18,2910
2019-04-08,23,2700
2019-04-06,5,3200
2019-04-05,15,3099
2019-04-04,16,3243
2019-04-03,20,2939
2019-04-02,17,3169
2019-04-01,19,2920
2019-03-31,0,0
2019-03-30,8,2700
2019-03-29,16,3033
2019-03-28,16,3082
2019-03-27,14,3195
2019-03-26,19,3069
2019-03-25,16,3238
2019-03-24,0,0
2019-03-23,9,3000
2019-03-22,12,2800
2019-03-21,13,2749
2019-03-20,15,2755
2019-03-19,20,2966
2019-03-18,24,2962
2019-03-17,0,0
2019-03-16,7,3200
2019-03-15,15,3034
2019-03-14,21,3160
2019-03-13,18,3542
2019-03-12,14,3045
2019-03-11,19,2746
2019-03-09,15,2600
2019-03-08,19,2895
2019-03-07,16,2800
2019-03-06,15,2605
2019-03-05,15,2800
2019-03-04,31,2956
2019-03-02,14,3255
2019-03-01,16,3187
2019-02-28,17,3050
2019-02-27,14,2800
2019-02-26,19,2644
2019-02-25,19,2636
2019-02-24,0,0
2019-02-23,12,2700
2019-02-22,17,2951
2019-02-21,14,3062
2019-02-20,11,3277
2019-02-19,15,3459
2019-02-18,16,3199
2019-02-17,0,0
2019-02-16,14,3083
2019-02-15,19,3245
2019-02-14,16,3256
2019-02-13,15,3553
2019-02-12,17,3694
2019-02-11,22,3516
2019-02-09,9,3600
2019-02-08,22,3676
2019-02-04,2,4000
2019-02-02,9,4000
2019-02-01,16,3166
2019-01-31,19,2889
2019-01-30,27,3124
2019-01-29,23,3436
2019-01-28,24,3635
2019-01-27,0,0
2019-01-26,9,3698
2019-01-25,15,3100
2019-01-24,16,2904
2019-01-23,17,3146
2019-01-22,14,3059
2019-01-21,19,2987
2019-01-20,0,0
2019-01-19,8,2800
2019-01-18,19,2800
2019-01-17,20,3040
2019-01-16,18,3787
2019-01-15,12,3572
2019-01-14,17,3350
2019-01-13,0,0
2019-01-12,9,3100
2019-01-11,18,3146
2019-01-10,19,3400
2019-01-09,16,2874
2019-01-08,16,3153
2019-01-07,19,3329
2019-01-05,11,4000
2019-01-04,22,3536
2019-01-03,38,4296
2019-01-01,0,0
2018-12-31,5,4900
2018-12-30,0,0
2018-12-29,3,4000
2018-12-28,11,3776
2018-12-27,18,3435
2018-12-26,18,3398
2018-12-25,16,3400
2018-12-24,21,3778
2018-12-23,0,0
2018-12-22,8,3800
2018-12-21,21,3448
2018-12-20,18,3480
2018-12-19,25,3381
2018-12-18,24,4425
2018-12-17,17,4187
2018-12-16,0,0
2018-12-15,12,3465
2018-12-14,25,4190
2018-12-13,33,4594
2018-12-12,21,5633
2018-12-11,12,5769
2018-12-10,12,5043
2018-12-08,16,5000
2018-12-07,27,5160
2018-12-06,33,4500
2018-12-05,29,5000
2018-12-04,33,5606
2018-12-03,52,5468
2018-12-01,55,6270
2018-11-30,47,6757
2018-11-29,49,5714
2018-11-28,55,5359
2018-11-27,55,5004
2018-11-26,54,6049
2018-11-25,0,0
2018-11-24,69,6136
2018-11-23,86,6950
2018-11-22,74,6661
2018-11-21,71,6086
2018-11-20,58,5245
2018-11-19,84,6066
2018-11-18,0,0
2018-11-17,79,6805
2018-11-16,94,6905
2018-11-15,56,6826
2018-11-14,64,6298
2018-11-13,58,6267
2018-11-12,78,6129
2018-11-11,0,0
2018-11-10,53,6438
2018-11-09,31,7358
2018-11-08,27,6955
2018-11-07,43,5656
2018-11-06,38,6107
2018-11-05,44,6222
2018-11-03,30,6361
2018-11-02,35,6373
2018-11-01,33,6585
2018-10-31,40,6645
2018-10-30,33,6596
2018-10-29,30,6652
2018-10-28,0,0
2018-10-27,13,6941
2018-10-26,27,6458
2018-10-25,23,6199
2018-10-24,34,6054
2018-10-23,33,5986
2018-10-22,36,6778
2018-10-21,0,0
2018-10-20,24,6588
2018-10-19,27,7934
2018-10-18,32,7763
2018-10-17,23,7967
2018-10-16,29,6786
2018-10-15,35,7177
2018-10-14,0,0
2018-10-13,23,6540
2018-10-12,32,6715
2018-10-11,33,6285
2018-10-10,38,6594
2018-10-09,48,6856
2018-10-08,45,7798
2018-10-06,9,12975
2018-10-05,25,8076
2018-10-04,35,6969
2018-10-03,34,6862
2018-10-02,35,6945
2018-10-01,33,7397
2018-09-30,0,0
2018-09-29,25,8059
2018-09-28,46,7948
2018-09-27,53,11627
2018-09-26,0,0
2018-09-24,0,0
2018-09-23,0,0
2018-09-22,13,13155
2018-09-21,32,12339
2018-09-20,55,12945
2018-09-19,58,12937
2018-09-18,64,13341
2018-09-17,68,12146
2018-09-16,0,0
2018-09-15,42,14099
2018-09-14,56,13387
2018-09-13,44,14557
2018-09-12,42,13409
2018-09-11,40,13045
2018-09-10,38,13975
2018-09-08,32,12131
2018-09-07,42,13807
2018-09-06,39,13439
2018-09-05,29,15467
2018-09-04,25,14636
2018-09-03,43,12053
2018-09-01,19,18661
2018-08-31,21,18690
2018-08-30,21,19774
2018-08-29,29,21179
2018-08-28,20,23136
2018-08-27,28,22090
2018-08-26,0,0
2018-08-25,13,27882
2018-08-24,8,24464
2018-08-23,16,26972
2018-08-22,20,24741
2018-08-21,18,24676
2018-08-20,25,22082
2018-08-19,0,0
2018-08-18,16,25142
2018-08-17,15,23515
2018-08-16,16,20945
2018-08-15,15,21318
2018-08-14,19,18482
2018-08-13,27,15947
2018-08-12,0,0
2018-08-11,12,13102
2018-08-10,21,13616
2018-08-09,20,14873
2018-08-08,18,16256
2018-08-07,21,15116
2018-08-06,30,14279
2018-08-03,21,12729
2018-08-02,27,14356
2018-08-01,21,15627
2018-07-31,19,16361
2018-07-30,23,16701
2018-07-29,0,0
2018-07-28,13,14800
2018-07-27,16,13845
2018-07-26,20,15235
2018-07-25,14,15300
2018-07-24,22,11756
2018-07-23,30,12692
2018-07-22,0,0
2018-07-21,16,14464
2018-07-20,23,14228
2018-07-19,22,11025
2018-07-18,23,10568
2018-07-17,29,10641
2018-07-16,30,9923
2018-07-15,0,0
2018-07-14,16,9948
2018-07-13,24,8413
2018-07-12,17,9702
2018-07-11,9,10174
2018-07-10,23,7547
2018-07-09,35,7778
2018-07-07,19,7967
2018-07-06,18,6217
2018-07-05,28,5136
2018-07-04,25,5965
2018-07-03,23,6364
2018-07-02,15,6930
2018-07-01,0,0
2018-06-30,25,4214
2018-06-29,35,5076
2018-06-28,29,6347
2018-06-27,29,7022
