DATE,unit,rate,avg_price
2021-12-07,10,하,4194 
2021-12-06,10,특,9388 
2021-12-06,10,상,7952 
2021-12-06,10,중,5931 
2021-12-06,10,하,3979 
2021-12-04,10,특,9796 
2021-12-04,10,상,8277 
2021-12-04,10,중,6564 
2021-12-04,10,하,3979 
2021-12-03,10,특,10235 
2021-12-03,10,상,8626 
2021-12-03,10,중,7353 
2021-12-03,10,하,4716 
2021-12-02,10,특,11490 
2021-12-02,10,상,9597 
2021-12-02,10,중,8050 
2021-12-02,10,하,5340 
2021-12-01,10,특,10002 
2021-12-01,10,상,8465 
2021-12-01,10,중,5944 
2021-12-01,10,하,2770 
2021-11-30,10,특,10195 
2021-11-30,10,상,8398 
2021-11-30,10,중,6197 
2021-11-30,10,하,3553 
2021-11-29,10,특,11651 
2021-11-29,10,상,9736 
2021-11-29,10,중,6970 
2021-11-29,10,하,3513 
2021-11-28,10,특,0 
2021-11-28,10,상,0 
2021-11-28,10,중,0 
2021-11-28,10,하,0 
2021-11-27,10,특,11047 
2021-11-27,10,상,9097 
2021-11-27,10,중,6840 
2021-11-27,10,하,3724 
2021-11-26,10,특,10638 
2021-11-26,10,상,9244 
2021-11-26,10,중,6415 
2021-11-26,10,하,2555 
2021-11-25,10,특,10931 
2021-11-25,10,상,9161 
2021-11-25,10,중,6590 
2021-11-25,10,하,2863 
2021-11-24,10,특,11699 
2021-11-24,10,상,10136 
2021-11-24,10,중,6501 
2021-11-24,10,하,2767 
2021-11-23,10,특,10447 
2021-11-23,10,상,8775 
2021-11-23,10,중,6186 
2021-11-23,10,하,3506 
2021-11-22,10,특,12026 
2021-11-22,10,상,9639 
2021-11-22,10,중,5959 
2021-11-22,10,하,1883 
2021-11-21,10,특,0 
2021-11-21,10,상,0 
2021-11-21,10,중,0 
2021-11-21,10,하,0 
2021-11-20,10,특,12602 
2021-11-20,10,상,10500 
2021-11-20,10,중,6932 
2021-11-20,10,하,2603 
2021-11-19,10,특,12852 
2021-11-19,10,상,10758 
2021-11-19,10,중,6718 
2021-11-19,10,하,1529 
2021-11-18,10,특,13082 
2021-11-18,10,상,10806 
2021-11-18,10,중,7206 
2021-11-18,10,하,2514 
2021-11-17,10,특,10473 
2021-11-17,10,상,8257 
2021-11-17,10,중,5772 
2021-11-17,10,하,2836 
2021-11-16,10,특,10147 
2021-11-16,10,상,7797 
2021-11-16,10,중,5246 
2021-11-16,10,하,2690 
2021-11-15,10,특,12693 
2021-11-15,10,상,10020 
2021-11-15,10,중,7044 
2021-11-15,10,하,4298 
2021-11-14,10,특,0 
2021-11-14,10,상,0 
2021-11-14,10,중,0 
2021-11-14,10,하,0 
2021-11-13,10,특,14255 
2021-11-13,10,상,12810 
2021-11-13,10,중,9618 
2021-11-13,10,하,6186 
2021-11-12,10,특,14540 
2021-11-12,10,상,12513 
2021-11-12,10,중,8647 
2021-11-12,10,하,5437 
2021-11-11,10,특,13906 
2021-11-11,10,상,12181 
2021-11-11,10,중,8216 
2021-11-11,10,하,5285 
2021-11-10,10,특,12661 
2021-11-10,10,상,10693 
2021-11-10,10,중,7704 
2021-11-10,10,하,4727 
2021-11-09,10,특,12674 
2021-11-09,10,상,9834 
2021-11-09,10,중,6581 
2021-11-09,10,하,4063 
2021-11-08,10,특,12664 
2021-11-08,10,상,10257 
2021-11-08,10,중,7129 
2021-11-08,10,하,4482 
2021-11-06,10,특,12865 
2021-11-06,10,상,10921 
2021-11-06,10,중,7570 
2021-11-06,10,하,4968 
2021-11-05,10,특,12486 
2021-11-05,10,상,11185 
2021-11-05,10,중,8674 
2021-11-05,10,하,5628 
2021-11-04,10,특,10456 
2021-11-04,10,상,8786 
2021-11-04,10,중,6463 
2021-11-04,10,하,3745 
2021-11-03,10,특,10038 
2021-11-03,10,상,8655 
2021-11-03,10,중,6131 
2021-11-03,10,하,4085 
2021-11-02,10,특,9201 
2021-11-02,10,상,7502 
2021-11-02,10,중,5638 
2021-11-02,10,하,2976 
2021-11-01,10,특,9027 
2021-11-01,10,상,7622 
2021-11-01,10,중,5628 
2021-11-01,10,하,3622 
2021-10-31,10,특,0 
2021-10-31,10,상,0 
2021-10-31,10,중,0 
2021-10-31,10,하,0 
2021-10-30,10,특,8913 
2021-10-30,10,상,7457 
2021-10-30,10,중,4974 
2021-10-30,10,하,3080 
2021-10-29,10,특,8311 
2021-10-29,10,상,7002 
2021-10-29,10,중,4826 
2021-10-29,10,하,3021 
2021-10-28,10,특,7959 
2021-10-28,10,상,6435 
2021-10-28,10,중,4792 
2021-10-28,10,하,2781 
2021-10-27,10,특,7973 
2021-10-27,10,상,6155 
2021-10-27,10,중,4187 
2021-10-27,10,하,2470 
2021-10-26,10,특,8320 
2021-10-26,10,상,5982 
2021-10-26,10,중,3990 
2021-10-26,10,하,2368 
2021-10-25,10,특,8489 
2021-10-25,10,상,6574 
2021-10-25,10,중,4341 
2021-10-25,10,하,2444 
2021-10-24,10,특,0 
2021-10-24,10,상,0 
2021-10-24,10,중,0 
2021-10-24,10,하,0 
2021-10-23,10,특,9105 
2021-10-23,10,상,7456 
2021-10-23,10,중,5295 
2021-10-23,10,하,2969 
2021-10-22,10,특,8247 
2021-10-22,10,상,6466 
2021-10-22,10,중,4724 
2021-10-22,10,하,2935 
2021-10-21,10,특,6948 
2021-10-21,10,상,4664 
2021-10-21,10,중,3034 
2021-10-21,10,하,1821 
2021-10-20,10,특,6689 
2021-10-20,10,상,5021 
2021-10-20,10,중,3130 
2021-10-20,10,하,1713 
2021-10-19,10,특,6937 
2021-10-19,10,상,6045 
2021-10-19,10,중,4586 
2021-10-19,10,하,3006 
2021-10-18,10,특,7371 
2021-10-18,10,상,6506 
2021-10-18,10,중,5147 
2021-10-18,10,하,3301 
2021-10-17,10,특,0 
2021-10-17,10,상,0 
2021-10-17,10,중,0 
2021-10-17,10,하,0 
2021-10-16,10,특,6375 
2021-10-16,10,상,4851 
2021-10-16,10,중,3379 
2021-10-16,10,하,1974 
2021-10-15,10,특,5821 
2021-10-15,10,상,4149 
2021-10-15,10,중,2516 
2021-10-15,10,하,1465 
2021-10-14,10,특,5148 
2021-10-14,10,상,3356 
2021-10-14,10,중,1993 
2021-10-14,10,하,1142 
2021-10-13,10,특,5854 
2021-10-13,10,상,4148 
2021-10-13,10,중,2640 
2021-10-13,10,하,1360 
2021-10-12,10,특,6053 
2021-10-12,10,상,3943 
2021-10-12,10,중,2448 
2021-10-12,10,하,1263 
2021-10-11,10,특,6280 
2021-10-11,10,상,4332 
2021-10-11,10,중,2772 
2021-10-11,10,하,1675 
2021-10-09,10,특,5686 
2021-10-09,10,상,4856 
2021-10-09,10,중,2931 
2021-10-09,10,하,1467 
2021-10-08,10,특,5652 
2021-10-08,10,상,3802 
2021-10-08,10,중,2245 
2021-10-08,10,하,1059 
2021-10-07,10,특,7937 
2021-10-07,10,상,5608 
2021-10-07,10,중,3186 
2021-10-07,10,하,1888 
2021-10-06,10,특,9435 
2021-10-06,10,상,6058 
2021-10-06,10,중,3581 
2021-10-06,10,하,1961 
2021-10-05,10,특,9209 
2021-10-05,10,상,7478 
2021-10-05,10,중,4529 
2021-10-05,10,하,2060 
2021-10-04,10,특,8620 
2021-10-04,10,상,6463 
2021-10-04,10,중,3781 
2021-10-04,10,하,2011 
2021-10-02,10,특,10894 
2021-10-02,10,상,7351 
2021-10-02,10,중,4145 
2021-10-02,10,하,2236 
2021-10-01,10,특,12331 
2021-10-01,10,상,9194 
2021-10-01,10,중,5029 
2021-10-01,10,하,2352 
2021-09-30,10,특,12227 
2021-09-30,10,상,9456 
2021-09-30,10,중,4671 
2021-09-30,10,하,2127 
2021-09-29,10,특,11682 
2021-09-29,10,상,7645 
2021-09-29,10,중,4446 
2021-09-29,10,하,2320 
2021-09-28,10,특,11164 
2021-09-28,10,상,7653 
2021-09-28,10,중,4020 
2021-09-28,10,하,1957 
2021-09-27,10,특,13597 
2021-09-27,10,상,9345 
2021-09-27,10,중,4247 
2021-09-27,10,하,1823 
2021-09-26,10,특,0 
2021-09-26,10,상,0 
2021-09-26,10,중,0 
2021-09-26,10,하,0 
2021-09-25,10,특,15688 
2021-09-25,10,상,10277 
2021-09-25,10,중,4854 
2021-09-25,10,하,1952 
2021-09-24,10,특,16017 
2021-09-24,10,상,10473 
2021-09-24,10,중,4916 
2021-09-24,10,하,2220 
2021-09-23,10,특,0 
2021-09-23,10,상,0 
2021-09-23,10,중,0 
2021-09-23,10,하,0 
2021-09-22,10,특,0 
2021-09-22,10,상,0 
2021-09-22,10,중,0 
2021-09-22,10,하,0 
2021-09-20,10,특,0 
2021-09-20,10,상,0 
2021-09-20,10,중,0 
2021-09-20,10,하,0 
2021-09-19,10,특,0 
2021-09-19,10,상,0 
2021-09-19,10,중,0 
2021-09-19,10,하,0 
2021-09-18,10,특,25302 
2021-09-18,10,상,17849 
2021-09-18,10,중,12508 
2021-09-18,10,하,7171 
2021-09-17,10,특,16425 
2021-09-17,10,상,12154 
2021-09-17,10,중,6523 
2021-09-17,10,하,2770 
2021-09-16,10,특,17351 
2021-09-16,10,상,13106 
2021-09-16,10,중,7410 
2021-09-16,10,하,3545 
2021-09-15,10,특,16956 
2021-09-15,10,상,12890 
2021-09-15,10,중,7829 
2021-09-15,10,하,2871 
2021-09-14,10,특,17265 
2021-09-14,10,상,14096 
2021-09-14,10,중,8686 
2021-09-14,10,하,4515 
2021-09-13,10,특,16157 
2021-09-13,10,상,13396 
2021-09-13,10,중,7899 
2021-09-13,10,하,4212 
2021-09-12,10,특,0 
2021-09-12,10,상,0 
2021-09-12,10,중,0 
2021-09-12,10,하,0 
2021-09-11,10,특,16051 
2021-09-11,10,상,12866 
2021-09-11,10,중,7566 
2021-09-11,10,하,4063 
2021-09-10,10,특,15596 
2021-09-10,10,상,12080 
2021-09-10,10,중,6566 
2021-09-10,10,하,3313 
2021-09-09,10,특,15674 
2021-09-09,10,상,11823 
2021-09-09,10,중,6719 
2021-09-09,10,하,3439 
2021-09-08,10,특,15680 
2021-09-08,10,상,11178 
2021-09-08,10,중,6458 
2021-09-08,10,하,2912 
2021-09-07,10,특,15951 
2021-09-07,10,상,12818 
2021-09-07,10,중,7981 
2021-09-07,10,하,4322 
2021-09-06,10,특,14780 
2021-09-06,10,상,11338 
2021-09-06,10,중,7067 
2021-09-06,10,하,4042 
2021-09-04,10,특,13884 
2021-09-04,10,상,10254 
2021-09-04,10,중,6223 
2021-09-04,10,하,3790 
2021-09-03,10,특,13878 
2021-09-03,10,상,9578 
2021-09-03,10,중,5933 
2021-09-03,10,하,3586 
2021-09-02,10,특,16622 
2021-09-02,10,상,13979 
2021-09-02,10,중,9735 
2021-09-02,10,하,6560 
2021-09-01,10,특,13912 
2021-09-01,10,상,10941 
2021-09-01,10,중,7824 
2021-09-01,10,하,4993 
2021-08-31,10,특,11186 
2021-08-31,10,상,8671 
2021-08-31,10,중,4871 
2021-08-31,10,하,1832 
2021-08-30,10,특,12468 
2021-08-30,10,상,7796 
2021-08-30,10,중,4140 
2021-08-30,10,하,2080 
2021-08-29,10,특,0 
2021-08-29,10,상,0 
2021-08-29,10,중,0 
2021-08-29,10,하,0 
2021-08-28,10,특,13453 
2021-08-28,10,상,8087 
2021-08-28,10,중,3938 
2021-08-28,10,하,1900 
2021-08-27,10,특,13425 
2021-08-27,10,상,9302 
2021-08-27,10,중,4893 
2021-08-27,10,하,2664 
2021-08-26,10,특,12335 
2021-08-26,10,상,8331 
2021-08-26,10,중,4190 
2021-08-26,10,하,1241 
2021-08-25,10,특,15398 
2021-08-25,10,상,12798 
2021-08-25,10,중,8601 
2021-08-25,10,하,4340 
2021-08-24,10,특,11843 
2021-08-24,10,상,9357 
2021-08-24,10,중,5489 
2021-08-24,10,하,2733 
2021-08-23,10,특,11258 
2021-08-23,10,상,9029 
2021-08-23,10,중,5921 
2021-08-23,10,하,3225 
2021-08-22,10,특,0 
2021-08-22,10,상,0 
2021-08-22,10,중,0 
2021-08-22,10,하,0 
2021-08-21,10,특,10326 
2021-08-21,10,상,7690 
2021-08-21,10,중,4222 
2021-08-21,10,하,2081 
2021-08-20,10,특,9474 
2021-08-20,10,상,6703 
2021-08-20,10,중,3425 
2021-08-20,10,하,1233 
2021-08-19,10,특,10569 
2021-08-19,10,상,8554 
2021-08-19,10,중,5236 
2021-08-19,10,하,2792 
2021-08-18,10,특,12903 
2021-08-18,10,상,10555 
2021-08-18,10,중,7913 
2021-08-18,10,하,5119 
2021-08-17,10,특,8873 
2021-08-17,10,상,6649 
2021-08-17,10,중,3104 
2021-08-17,10,하,1460 
2021-08-16,10,특,10138 
2021-08-16,10,상,8586 
2021-08-16,10,중,5168 
2021-08-16,10,하,2016 
2021-08-15,10,특,0 
2021-08-15,10,상,0 
2021-08-15,10,중,0 
2021-08-15,10,하,0 
2021-08-14,10,특,9500 
2021-08-14,10,상,8420 
2021-08-14,10,중,6118 
2021-08-14,10,하,2913 
2021-08-13,10,특,10944 
2021-08-13,10,상,8231 
2021-08-13,10,중,5967 
2021-08-13,10,하,2918 
2021-08-12,10,특,8909 
2021-08-12,10,상,6887 
2021-08-12,10,중,3426 
2021-08-12,10,하,1098 
2021-08-11,10,특,10087 
2021-08-11,10,상,7638 
2021-08-11,10,중,3949 
2021-08-11,10,하,1686 
2021-08-10,10,특,11852 
2021-08-10,10,상,9740 
2021-08-10,10,중,6420 
2021-08-10,10,하,2403 
2021-08-09,10,특,12179 
2021-08-09,10,상,10889 
2021-08-09,10,중,7428 
2021-08-09,10,하,3006 
2021-08-06,10,특,11531 
2021-08-06,10,상,10079 
2021-08-06,10,중,6287 
2021-08-06,10,하,2420 
2021-08-05,10,특,11902 
2021-08-05,10,상,9881 
2021-08-05,10,중,6898 
2021-08-05,10,하,3978 
2021-08-04,10,특,11336 
2021-08-04,10,상,9072 
2021-08-04,10,중,6394 
2021-08-04,10,하,3384 
2021-08-03,10,특,13200 
2021-08-03,10,상,12399 
2021-08-03,10,중,9214 
2021-08-03,10,하,5610 
2021-08-02,10,특,11459 
2021-08-02,10,상,9930 
2021-08-02,10,중,6235 
2021-08-02,10,하,2448 
2021-08-01,10,특,0 
2021-08-01,10,상,0 
2021-08-01,10,중,0 
2021-08-01,10,하,0 
2021-07-31,10,특,12575 
2021-07-31,10,상,11035 
2021-07-31,10,중,8011 
2021-07-31,10,하,5432 
2021-07-30,10,특,10457 
2021-07-30,10,상,8797 
2021-07-30,10,중,5500 
2021-07-30,10,하,3002 
2021-07-29,10,특,9672 
2021-07-29,10,상,8548 
2021-07-29,10,중,5516 
2021-07-29,10,하,3654 
2021-07-28,10,특,9586 
2021-07-28,10,상,8175 
2021-07-28,10,중,5200 
2021-07-28,10,하,3330 
2021-07-27,10,특,8907 
2021-07-27,10,상,7901 
2021-07-27,10,중,5424 
2021-07-27,10,하,3215 
2021-07-26,10,특,8643 
2021-07-26,10,상,7668 
2021-07-26,10,중,5399 
2021-07-26,10,하,3721 
2021-07-25,10,특,0 
2021-07-25,10,상,0 
2021-07-25,10,중,0 
2021-07-25,10,하,0 
2021-07-24,10,특,5908 
2021-07-24,10,상,4295 
2021-07-24,10,중,2616 
2021-07-24,10,하,1264 
2021-07-23,10,특,4847 
2021-07-23,10,상,3801 
2021-07-23,10,중,1945 
2021-07-23,10,하,665 
2021-07-22,10,특,5807 
2021-07-22,10,상,4612 
2021-07-22,10,중,2511 
2021-07-22,10,하,937 
2021-07-21,10,특,4930 
2021-07-21,10,상,3361 
2021-07-21,10,중,1597 
2021-07-21,10,하,700 
2021-07-20,10,특,7100 
2021-07-20,10,상,6541 
2021-07-20,10,중,4688 
2021-07-20,10,하,2499 
2021-07-19,10,특,6540 
2021-07-19,10,상,5039 
2021-07-19,10,중,3065 
2021-07-19,10,하,1003 
2021-07-18,10,특,0 
2021-07-18,10,상,0 
2021-07-18,10,중,0 
2021-07-18,10,하,0 
2021-07-17,10,특,8200 
2021-07-17,10,상,7279 
2021-07-17,10,중,4612 
2021-07-17,10,하,2454 
2021-07-16,10,특,5639 
2021-07-16,10,상,4404 
2021-07-16,10,중,2843 
2021-07-16,10,하,1044 
2021-07-15,10,특,4300 
2021-07-15,10,상,3505 
2021-07-15,10,중,2064 
2021-07-15,10,하,849 
2021-07-14,10,특,4028 
2021-07-14,10,상,3624 
2021-07-14,10,중,2065 
2021-07-14,10,하,817 
2021-07-13,10,특,4945 
2021-07-13,10,상,3194 
2021-07-13,10,중,1729 
2021-07-13,10,하,719 
2021-07-12,10,특,7109 
2021-07-12,10,상,4672 
2021-07-12,10,중,2549 
2021-07-12,10,하,982 
2021-07-11,10,특,0 
2021-07-11,10,상,0 
2021-07-11,10,중,0 
2021-07-11,10,하,0 
2021-07-10,10,특,5448 
2021-07-10,10,상,4090 
2021-07-10,10,중,2415 
2021-07-10,10,하,1074 
2021-07-09,10,특,6034 
2021-07-09,10,상,4089 
2021-07-09,10,중,2530 
2021-07-09,10,하,1380 
2021-07-08,10,특,5973 
2021-07-08,10,상,4289 
2021-07-08,10,중,2692 
2021-07-08,10,하,1586 
2021-07-07,10,특,6086 
2021-07-07,10,상,4673 
2021-07-07,10,중,3005 
2021-07-07,10,하,1436 
2021-07-06,10,특,5496 
2021-07-06,10,상,3952 
2021-07-06,10,중,2461 
2021-07-06,10,하,1509 
2021-07-05,10,특,9244 
2021-07-05,10,상,8278 
2021-07-05,10,중,5809 
2021-07-05,10,하,3303 
2021-07-03,10,특,5758 
2021-07-03,10,상,4430 
2021-07-03,10,중,2828 
2021-07-03,10,하,1566 
2021-07-02,10,특,5373 
2021-07-02,10,상,3902 
2021-07-02,10,중,2453 
2021-07-02,10,하,1425 
2021-07-01,10,특,5705 
2021-07-01,10,상,4342 
2021-07-01,10,중,2634 
2021-07-01,10,하,1612 
2021-06-30,10,특,5856 
2021-06-30,10,상,4714 
2021-06-30,10,중,3169 
2021-06-30,10,하,1832 
2021-06-29,10,특,6713 
2021-06-29,10,상,5528 
2021-06-29,10,중,3639 
2021-06-29,10,하,2302 
2021-06-28,10,특,6500 
2021-06-28,10,상,5541 
2021-06-28,10,중,3514 
2021-06-28,10,하,2196 
2021-06-27,10,특,0 
2021-06-27,10,상,0 
2021-06-27,10,중,0 
2021-06-27,10,하,0 
2021-06-26,10,특,6200 
2021-06-26,10,상,4963 
2021-06-26,10,중,3135 
2021-06-26,10,하,1814 
2021-06-25,10,특,5318 
2021-06-25,10,상,4147 
2021-06-25,10,중,2828 
2021-06-25,10,하,1809 
2021-06-24,10,특,6043 
2021-06-24,10,상,4963 
2021-06-24,10,중,3440 
2021-06-24,10,하,2149 
2021-06-23,10,특,5891 
2021-06-23,10,상,4851 
2021-06-23,10,중,3397 
2021-06-23,10,하,2089 
2021-06-22,10,특,7090 
2021-06-22,10,상,5494 
2021-06-22,10,중,3756 
2021-06-22,10,하,2301 
2021-06-21,10,특,6770 
2021-06-21,10,상,6041 
2021-06-21,10,중,4300 
2021-06-21,10,하,2561 
2021-06-20,10,특,0 
2021-06-20,10,상,0 
2021-06-20,10,중,0 
2021-06-20,10,하,0 
2021-06-19,10,특,6165 
2021-06-19,10,상,5696 
2021-06-19,10,중,4109 
2021-06-19,10,하,2324 
2021-06-18,10,특,5998 
2021-06-18,10,상,5315 
2021-06-18,10,중,3559 
2021-06-18,10,하,2230 
2021-06-17,10,특,5542 
2021-06-17,10,상,4484 
2021-06-17,10,중,3226 
2021-06-17,10,하,2048 
2021-06-16,10,특,5359 
2021-06-16,10,상,4293 
2021-06-16,10,중,3042 
2021-06-16,10,하,1865 
2021-06-15,10,특,6082 
2021-06-15,10,상,5343 
2021-06-15,10,중,3675 
2021-06-15,10,하,2619 
2021-06-14,10,특,5788 
2021-06-14,10,상,5005 
2021-06-14,10,중,3637 
2021-06-14,10,하,2357 
2021-06-13,10,특,0 
2021-06-13,10,상,0 
2021-06-13,10,중,0 
2021-06-13,10,하,0 
2021-06-12,10,특,7800 
2021-06-12,10,상,7248 
2021-06-12,10,중,5834 
2021-06-12,10,하,3749 
2021-06-11,10,특,6736 
2021-06-11,10,상,5963 
2021-06-11,10,중,4548 
2021-06-11,10,하,3062 
2021-06-10,10,특,7474 
2021-06-10,10,상,6968 
2021-06-10,10,중,5411 
2021-06-10,10,하,3604 
2021-06-09,10,특,6052 
2021-06-09,10,상,5392 
2021-06-09,10,중,4139 
2021-06-09,10,하,2608 
2021-06-08,10,특,6721 
2021-06-08,10,상,5559 
2021-06-08,10,중,4294 
2021-06-08,10,하,2856 
2021-06-07,10,특,7984 
2021-06-07,10,상,7320 
2021-06-07,10,중,5777 
2021-06-07,10,하,3612 
2021-06-05,10,특,6533 
2021-06-05,10,상,4918 
2021-06-05,10,중,3521 
2021-06-05,10,하,2445 
2021-06-04,10,특,8517 
2021-06-04,10,상,7782 
2021-06-04,10,중,6120 
2021-06-04,10,하,4162 
2021-06-03,10,특,7482 
2021-06-03,10,상,6383 
2021-06-03,10,중,4784 
2021-06-03,10,하,2419 
2021-06-02,10,특,6797 
2021-06-02,10,상,5634 
2021-06-02,10,중,3867 
2021-06-02,10,하,2338 
2021-06-01,10,특,7057 
2021-06-01,10,상,6075 
2021-06-01,10,중,4152 
2021-06-01,10,하,2553 
2021-05-31,10,특,7789 
2021-05-31,10,상,6887 
2021-05-31,10,중,4995 
2021-05-31,10,하,3019 
2021-05-30,10,특,0 
2021-05-30,10,상,0 
2021-05-30,10,중,0 
2021-05-30,10,하,0 
2021-05-29,10,특,5753 
2021-05-29,10,상,5079 
2021-05-29,10,중,3194 
2021-05-29,10,하,1687 
2021-05-28,10,특,7066 
2021-05-28,10,상,6294 
2021-05-28,10,중,5259 
2021-05-28,10,하,3135 
2021-05-27,10,특,6359 
2021-05-27,10,상,5786 
2021-05-27,10,중,4174 
2021-05-27,10,하,2551 
2021-05-26,10,특,5835 
2021-05-26,10,상,4564 
2021-05-26,10,중,3058 
2021-05-26,10,하,1379 
2021-05-25,10,특,6174 
2021-05-25,10,상,5121 
2021-05-25,10,중,3204 
2021-05-25,10,하,1638 
2021-05-24,10,특,6071 
2021-05-24,10,상,5420 
2021-05-24,10,중,3667 
2021-05-24,10,하,2179 
2021-05-23,10,특,0 
2021-05-23,10,상,0 
2021-05-23,10,중,0 
2021-05-23,10,하,0 
2021-05-22,10,특,6300 
2021-05-22,10,상,5079 
2021-05-22,10,중,3463 
2021-05-22,10,하,1931 
2021-05-21,10,특,7800 
2021-05-21,10,상,7185 
2021-05-21,10,중,6014 
2021-05-21,10,하,4042 
2021-05-20,10,특,5958 
2021-05-20,10,상,5497 
2021-05-20,10,중,4084 
2021-05-20,10,하,2453 
2021-05-19,10,특,5000 
2021-05-19,10,상,4606 
2021-05-19,10,중,3277 
2021-05-19,10,하,1756 
2021-05-18,10,특,5073 
2021-05-18,10,상,4109 
2021-05-18,10,중,2541 
2021-05-18,10,하,1397 
2021-05-17,10,특,6253 
2021-05-17,10,상,5819 
2021-05-17,10,중,4916 
2021-05-17,10,하,3196 
2021-05-16,10,특,0 
2021-05-16,10,상,0 
2021-05-16,10,중,0 
2021-05-16,10,하,0 
2021-05-15,10,특,5665 
2021-05-15,10,상,4976 
2021-05-15,10,중,3312 
2021-05-15,10,하,1654 
2021-05-14,10,특,3896 
2021-05-14,10,상,3456 
2021-05-14,10,중,2551 
2021-05-14,10,하,1597 
2021-05-13,10,특,5040 
2021-05-13,10,상,3409 
2021-05-13,10,중,2609 
2021-05-13,10,하,1748 
2021-05-12,10,특,6570 
2021-05-12,10,상,4308 
2021-05-12,10,중,2936 
2021-05-12,10,하,1929 
2021-05-11,10,특,9113 
2021-05-11,10,상,5138 
2021-05-11,10,중,3318 
2021-05-11,10,하,1747 
2021-05-10,10,특,9497 
2021-05-10,10,상,6057 
2021-05-10,10,중,4569 
2021-05-10,10,하,2688 
2021-05-08,10,특,7399 
2021-05-08,10,상,6713 
2021-05-08,10,중,5369 
2021-05-08,10,하,3474 
2021-05-07,10,특,10880 
2021-05-07,10,상,6546 
2021-05-07,10,중,4798 
2021-05-07,10,하,2250 
2021-05-06,10,특,10500 
2021-05-06,10,상,5967 
2021-05-06,10,중,4105 
2021-05-06,10,하,2609 
2021-05-05,10,특,10815 
2021-05-05,10,상,6010 
2021-05-05,10,중,3881 
2021-05-05,10,하,1770 
2021-05-04,10,특,9595 
2021-05-04,10,상,6606 
2021-05-04,10,중,5056 
2021-05-04,10,하,2702 
2021-05-03,10,특,11776 
2021-05-03,10,상,7342 
2021-05-03,10,중,5186 
2021-05-03,10,하,2533 
2021-05-01,10,특,10970 
2021-05-01,10,상,6816 
2021-05-01,10,중,4308 
2021-05-01,10,하,2603 
2021-04-30,10,특,12053 
2021-04-30,10,상,7868 
2021-04-30,10,중,5296 
2021-04-30,10,하,2664 
2021-04-29,10,특,11672 
2021-04-29,10,상,7767 
2021-04-29,10,중,4889 
2021-04-29,10,하,2451 
2021-04-28,10,특,12100 
2021-04-28,10,상,9383 
2021-04-28,10,중,6232 
2021-04-28,10,하,3793 
2021-04-27,10,특,11714 
2021-04-27,10,상,9561 
2021-04-27,10,중,6883 
2021-04-27,10,하,3984 
2021-04-26,10,특,12119 
2021-04-26,10,상,9381 
2021-04-26,10,중,6072 
2021-04-26,10,하,3597 
2021-04-25,10,특,0 
2021-04-25,10,상,0 
2021-04-25,10,중,0 
2021-04-25,10,하,0 
2021-04-24,10,특,11698 
2021-04-24,10,상,9576 
2021-04-24,10,중,6399 
2021-04-24,10,하,3883 
2021-04-23,10,특,11528 
2021-04-23,10,상,9252 
2021-04-23,10,중,6934 
2021-04-23,10,하,4416 
2021-04-22,10,특,10581 
2021-04-22,10,상,9047 
2021-04-22,10,중,6744 
2021-04-22,10,하,4568 
2021-04-21,10,특,10459 
2021-04-21,10,상,9136 
2021-04-21,10,중,6507 
2021-04-21,10,하,3905 
2021-04-20,10,특,11013 
2021-04-20,10,상,8707 
2021-04-20,10,중,5621 
2021-04-20,10,하,2942 
2021-04-19,10,특,11761 
2021-04-19,10,상,10075 
2021-04-19,10,중,7399 
2021-04-19,10,하,4866 
2021-04-18,10,특,0 
2021-04-18,10,상,0 
2021-04-18,10,중,0 
2021-04-18,10,하,0 
2021-04-17,10,특,11500 
2021-04-17,10,상,9573 
2021-04-17,10,중,4397 
2021-04-17,10,하,2921 
2021-04-16,10,특,11426 
2021-04-16,10,상,9132 
2021-04-16,10,중,5865 
2021-04-16,10,하,2050 
2021-04-15,10,특,10862 
2021-04-15,10,상,8239 
2021-04-15,10,중,5386 
2021-04-15,10,하,2965 
2021-04-14,10,특,11006 
2021-04-14,10,상,8827 
2021-04-14,10,중,5780 
2021-04-14,10,하,3193 
2021-04-13,10,특,11443 
2021-04-13,10,상,10269 
2021-04-13,10,중,7088 
2021-04-13,10,하,3465 
2021-04-12,10,특,10875 
2021-04-12,10,상,8920 
2021-04-12,10,중,5721 
2021-04-12,10,하,2204 
2021-04-11,10,특,0 
2021-04-11,10,상,0 
2021-04-11,10,중,0 
2021-04-11,10,하,0 
2021-04-10,10,특,11494 
2021-04-10,10,상,10230 
2021-04-10,10,중,7877 
2021-04-10,10,하,5505 
2021-04-09,10,특,12004 
2021-04-09,10,상,9537 
2021-04-09,10,중,6607 
2021-04-09,10,하,3654 
2021-04-08,10,특,11070 
2021-04-08,10,상,8422 
2021-04-08,10,중,5996 
2021-04-08,10,하,3571 
2021-04-07,10,특,11251 
2021-04-07,10,상,8844 
2021-04-07,10,중,5959 
2021-04-07,10,하,3770 
2021-04-06,10,특,11596 
2021-04-06,10,상,9776 
2021-04-06,10,중,6875 
2021-04-06,10,하,4113 
2021-04-05,10,특,10949 
2021-04-05,10,상,9681 
2021-04-05,10,중,6460 
2021-04-05,10,하,2429 
2021-04-03,10,특,10700 
2021-04-03,10,상,10132 
2021-04-03,10,중,6636 
