DATE,품목명,단위(키로),등급명,평균가격,전일,전년,반입량
2020-03-25,배추,10,1,9051,9552,0,17
2020-03-26,배추,10,0,8178,8070,2744,107
2020-03-26,배추,10,1,9040,9051,3238,15
2020-03-27,배추,10,1,8918,9040,3069,14
2020-03-27,배추,10,0,7942,8178,2599,103
2020-03-28,배추,10,1,8500,8918,3195,7
2020-03-28,배추,10,0,8059,7942,2429,55
2020-03-30,배추,10,0,8177,0,2477,112
2020-03-30,배추,10,1,9105,0,3033,16
2020-03-31,배추,10,0,7887,8177,2542,112
2020-03-31,배추,10,1,9002,9105,2700,16
2020-04-01,배추,10,0,7870,7887,0,114
2020-04-01,배추,10,1,9202,9002,0,16
2020-04-02,배추,10,0,7720,0,0,107
2020-04-02,배추,10,1,9170,0,0,15
2020-04-03,배추,10,1,8961,0,0,14
2020-04-03,배추,10,0,7811,0,0,101
2020-04-04,배추,10,0,7652,0,0,74
2020-04-04,배추,10,1,9102,0,0,10
2020-04-06,배추,10,0,7435,0,0,123
2020-04-06,배추,10,1,9340,0,0,17
2020-04-07,배추,10,0,7371,0,0,115
2020-04-07,배추,10,1,9090,0,0,16
2020-04-08,배추,10,0,7702,0,0,92
2020-04-08,배추,10,1,9265,0,0,13
2020-04-09,배추,10,0,7396,0,0,115
2020-04-09,배추,10,1,8599,0,0,16
2020-04-10,배추,10,0,7353,0,0,114
2020-04-10,배추,10,1,8751,0,0,16
2020-04-11,배추,10,1,8800,8751,2696,8
2020-04-11,배추,10,0,7216,7353,2350,61
2020-04-13,배추,10,0,8271,0,2339,114
2020-04-13,배추,10,1,9236,0,3120,16
2020-04-14,배추,10,0,7889,8271,2618,112
2020-04-14,배추,10,1,9093,9236,2800,16
2020-04-15,배추,10,0,8209,7889,0,102
2020-04-15,배추,10,1,9300,9093,0,14
2020-04-16,배추,10,0,8925,8209,3023,79
2020-04-16,배추,10,1,9500,9300,3400,11
2020-04-17,배추,10,1,9600,9500,3198,16
2020-04-17,배추,10,0,8880,8925,2786,112
2020-04-18,배추,10,0,9209,8880,2667,68
2020-04-18,배추,10,1,9500,9600,3198,9
2020-04-20,배추,10,0,9429,0,2697,108
2020-04-20,배추,10,1,9899,0,3328,15
2020-04-21,배추,10,0,9743,9429,2966,90
2020-04-21,배추,10,1,10483,9899,3500,12
2020-04-22,배추,10,0,10129,9743,0,96
2020-04-22,배추,10,1,10873,10483,0,13
2020-04-23,배추,10,0,10181,10129,2601,107
2020-04-23,배추,10,1,10873,10873,3074,15
2020-04-24,배추,10,1,11652,10873,3000,14
2020-04-24,배추,10,0,10460,10181,2620,103
2020-04-25,배추,10,1,12234,11652,3000,10
2020-04-25,배추,10,0,11052,10460,2651,74
