DATE,품목명,단위(키로),등급명,평균가격,전일,전년,반입량
2020-04-27,배추,10,0,11562,0,2408,127
2020-04-27,배추,10,1,13254,0,2938,18
2020-04-28,배추,10,0,11999,11562,2707,106
2020-04-28,배추,10,1,14214,13254,2800,15
2020-04-29,배추,10,0,12466,11999,0,128
2020-04-29,배추,10,1,15347,14214,0,18
2020-04-30,배추,10,0,13613,12466,2675,115
2020-04-30,배추,10,1,16090,15347,3212,16
2020-05-01,배추,10,1,16530,16090,3195,13
2020-05-01,배추,10,0,12385,13613,2903,94
2020-05-02,배추,10,0,10886,0,0,69
2020-05-02,배추,10,1,14400,0,0,9
2020-05-04,배추,10,0,11370,0,0,121
2020-05-04,배추,10,1,17167,0,0,17
2020-05-05,배추,10,0,9771,0,0,101
2020-05-05,배추,10,1,16293,0,0,14
2020-05-06,배추,10,0,11019,0,0,106
2020-05-06,배추,10,1,15594,0,0,15
2020-05-07,배추,10,0,10003,0,0,113
2020-05-07,배추,10,1,13475,0,0,16
2020-05-08,배추,10,0,10359,0,0,111
2020-05-08,배추,10,1,12394,0,0,15
2020-05-09,배추,10,0,9437,0,0,96
2020-05-09,배추,10,1,10504,0,0,13
2020-05-11,배추,10,0,9420,0,3052,142
2020-05-11,배추,10,1,11789,0,3558,20
2020-05-12,배추,10,1,10700,11789,3600,16
2020-05-12,배추,10,0,10205,9420,3222,112
2020-05-13,배추,10,0,10150,10205,0,119
2020-05-13,배추,10,1,11156,10700,0,17
2020-05-14,배추,10,0,10213,10150,3186,136
2020-05-14,배추,10,1,11125,11156,3835,19
2020-05-15,배추,10,0,9620,10213,3300,161
2020-05-15,배추,10,1,10575,11125,3696,23
2020-05-16,배추,10,0,8570,9620,3608,101
2020-05-16,배추,10,1,9116,10575,4100,14
2020-05-18,배추,10,1,10198,0,4244,20
2020-05-18,배추,10,0,8836,0,3364,142
2020-05-19,배추,10,0,9566,8836,3221,156
2020-05-19,배추,10,1,10876,10198,4400,22
2020-05-20,배추,10,0,9719,9566,0,121
2020-05-20,배추,10,1,10993,10876,0,17
2020-05-21,배추,10,0,11446,9719,3938,108
2020-05-21,배추,10,1,12800,10993,4703,15
2020-05-22,배추,10,0,10027,11446,3485,143
2020-05-22,배추,10,1,12186,12800,4361,20
2020-05-23,배추,10,0,10040,10027,3166,92
2020-05-23,배추,10,1,11257,12186,4289,13
2020-05-25,배추,10,1,12383,0,4700,19
2020-05-25,배추,10,0,10407,0,3538,138
2020-05-26,배추,10,1,12872,12383,3967,22
2020-05-26,배추,10,0,10280,10407,2965,159
2020-05-27,배추,10,0,10592,10280,0,104
2020-05-27,배추,10,1,12100,12872,0,14
2020-05-28,배추,10,0,10875,10592,4209,128
2020-05-28,배추,10,1,12044,12100,5441,18
2020-05-29,배추,10,0,8941,10875,4854,155
2020-05-29,배추,10,1,10316,12044,6666,22
2020-05-30,배추,10,0,6940,8941,4744,138
2020-05-30,배추,10,1,8248,10316,6488,19
2020-06-01,배추,10,1,9143,0,7375,19
2020-06-01,배추,10,0,8352,0,3706,136
2020-06-02,배추,10,0,7864,0,0,172
2020-06-02,배추,10,1,9365,0,0,24
2020-06-03,배추,10,0,5901,0,0,208
2020-06-03,배추,10,1,7728,0,0,29
2020-06-04,배추,10,0,5173,0,0,162
2020-06-04,배추,10,1,6940,0,0,23
2020-06-05,배추,10,0,6309,0,0,151
2020-06-05,배추,10,1,7650,0,0,21
2020-06-06,배추,10,0,5834,0,0,117
2020-06-06,배추,10,1,7000,0,0,16
2020-06-08,배추,10,0,7711,0,0,130
2020-06-08,배추,10,1,8329,0,0,18
2020-06-09,배추,10,1,9656,0,0,16
2020-06-09,배추,10,0,8816,0,0,113
2020-06-10,배추,10,0,8598,0,0,131
2020-06-10,배추,10,1,9244,0,0,18
2020-06-11,배추,10,0,6838,8598,5167,159
2020-06-11,배추,10,1,8219,9244,7400,22
2020-06-12,배추,10,0,8287,6838,6151,100
2020-06-12,배추,10,1,9400,8219,6544,14
2020-06-13,배추,10,0,5331,8287,6047,163
2020-06-13,배추,10,1,6682,9400,6834,23
2020-06-15,배추,10,1,12400,0,5906,12
2020-06-15,배추,10,0,11538,0,5355,85
2020-06-16,배추,10,0,9575,11538,5325,141
2020-06-16,배추,10,1,10825,12400,5622,20
2020-06-17,배추,10,0,8084,9575,0,163
2020-06-17,배추,10,1,9403,10825,0,23
2020-06-18,배추,10,0,6644,8084,6360,168
2020-06-18,배추,10,1,8010,9403,6868,24
2020-06-19,배추,10,0,5577,6644,7039,171
2020-06-19,배추,10,1,7286,8010,7793,24
2020-06-20,배추,10,0,5521,5577,5416,143
2020-06-20,배추,10,1,6931,7286,6614,20
2020-06-22,배추,10,1,11017,0,6745,17
2020-06-22,배추,10,0,9328,0,5623,121
2020-06-23,배추,10,1,7967,11017,6068,24
2020-06-23,배추,10,0,5844,9328,5066,171
2020-06-24,배추,10,0,9545,5844,0,139
2020-06-24,배추,10,1,10966,7967,0,19
2020-06-25,배추,10,0,8785,9545,5182,169
2020-06-25,배추,10,1,10300,10966,5980,24
2020-06-26,배추,10,0,6662,8785,5878,100
2020-06-26,배추,10,1,7454,10300,6484,14
2020-06-27,배추,10,0,7293,6662,6426,91
2020-06-27,배추,10,1,9064,7454,6999,13
2020-06-29,배추,10,1,7841,0,9273,30
2020-06-29,배추,10,0,6344,0,8676,216
2020-06-30,배추,10,0,7064,6344,5963,182
2020-06-30,배추,10,1,8692,7841,7171,26
2020-07-01,배추,10,0,7968,7064,0,83
2020-07-01,배추,10,1,9442,8692,0,11
2020-07-02,배추,10,0,5627,0,0,180
2020-07-02,배추,10,1,7676,0,0,25
2020-07-03,배추,10,0,6025,0,0,140
2020-07-03,배추,10,1,7926,0,0,20
2020-07-04,배추,10,0,8443,0,0,103
2020-07-04,배추,10,1,9800,0,0,14
2020-07-06,배추,10,0,6819,0,0,201
2020-07-06,배추,10,1,8816,0,0,28
2020-07-07,배추,10,0,7721,0,0,173
2020-07-07,배추,10,1,9321,0,0,24
2020-07-08,배추,10,1,10521,0,0,20
2020-07-08,배추,10,0,9472,0,0,140
2020-07-09,배추,10,0,9354,0,0,138
2020-07-09,배추,10,1,10625,0,0,19
2020-07-10,배추,10,0,9648,0,0,124
2020-07-10,배추,10,1,10547,0,0,17
2020-07-11,배추,10,0,14321,9648,6571,50
2020-07-11,배추,10,1,15400,10547,7090,7
2020-07-13,배추,10,0,9946,0,7146,203
2020-07-13,배추,10,1,11514,0,8147,29
2020-07-14,배추,10,1,12418,11514,8354,14
2020-07-14,배추,10,0,10419,9946,7571,100
2020-07-15,배추,10,0,11830,10419,0,123
2020-07-15,배추,10,1,13490,12418,0,17
2020-07-16,배추,10,0,10149,11830,5322,176
2020-07-16,배추,10,1,12770,13490,6438,25
2020-07-17,배추,10,0,10012,10149,5407,128
2020-07-17,배추,10,1,11860,12770,6609,18
2020-07-18,배추,10,0,9265,10012,7236,117
2020-07-18,배추,10,1,11235,11860,8200,16
2020-07-20,배추,10,0,13943,0,4691,116
2020-07-20,배추,10,1,16554,0,5382,16
2020-07-21,배추,10,1,17799,16554,5145,16
2020-07-21,배추,10,0,15898,13943,4320,117
2020-07-22,배추,10,1,12492,17799,0,24
2020-07-22,배추,10,0,10149,15898,0,169
2020-07-23,배추,10,0,10225,10149,8524,125
2020-07-23,배추,10,1,12869,12492,9103,18
2020-07-24,배추,10,0,13307,10225,4430,130
2020-07-24,배추,10,1,16242,12869,5442,18
2020-07-25,배추,10,0,13388,13307,3576,77
2020-07-25,배추,10,1,15581,16242,5075,11
2020-07-27,배추,10,0,9636,0,5011,218
2020-07-27,배추,10,1,12766,0,7007,31
2020-07-28,배추,10,1,13273,12766,10700,24
2020-07-28,배추,10,0,10520,9636,9266,174
2020-07-29,배추,10,0,10512,10520,0,135
2020-07-29,배추,10,1,12461,13273,0,19
2020-07-30,배추,10,0,11432,10512,5379,112
2020-07-30,배추,10,1,13356,12461,7379,16
2020-07-31,배추,10,0,15331,11432,5846,119
2020-07-31,배추,10,1,16260,13356,6661,17
2020-08-03,배추,10,0,12378,0,0,179
2020-08-03,배추,10,1,14588,0,0,25
2020-08-04,배추,10,0,11589,0,0,115
2020-08-04,배추,10,1,15655,0,0,16
2020-08-05,배추,10,0,11911,0,0,155
2020-08-05,배추,10,1,14465,0,0,22
2020-08-06,배추,10,1,13637,0,0,21
2020-08-06,배추,10,0,11004,0,0,149
2020-08-07,배추,10,0,14016,0,0,102
2020-08-07,배추,10,1,17537,0,0,14
2020-08-08,배추,10,0,13169,0,0,161
2020-08-08,배추,10,1,17020,0,0,23
2020-08-10,배추,10,0,12304,0,0,216
2020-08-10,배추,10,1,17333,0,0,30
2020-08-11,배추,10,0,15499,12304,6946,154
2020-08-11,배추,10,1,18982,17333,9145,22
2020-08-12,배추,10,1,19234,18982,0,22
2020-08-12,배추,10,0,14744,15499,0,159
2020-08-13,배추,10,0,16148,14744,7650,146
2020-08-13,배추,10,1,21310,19234,10036,20
2020-08-14,배추,10,0,16960,16148,5776,137
2020-08-14,배추,10,1,21648,21310,8410,19
2020-08-15,배추,10,0,16909,16960,6171,128
2020-08-15,배추,10,1,22375,21648,8456,18
2020-08-17,배추,10,0,21613,0,6542,117
2020-08-17,배추,10,1,25446,0,11673,16
2020-08-18,배추,10,0,18256,21613,8322,113
2020-08-18,배추,10,1,24366,25446,11409,16
2020-08-19,배추,10,1,23569,24366,0,22
2020-08-19,배추,10,0,15857,18256,0,157
2020-08-20,배추,10,1,23902,23569,9308,18
2020-08-20,배추,10,0,17953,15857,6189,132
2020-08-21,배추,10,0,15390,17953,5629,148
2020-08-21,배추,10,1,23414,23902,7670,21
2020-08-22,배추,10,0,18277,15390,5447,94
2020-08-22,배추,10,1,24085,23414,7148,13
2020-08-24,배추,10,0,21538,0,7247,146
2020-08-24,배추,10,1,30301,0,9757,20
2020-08-25,배추,10,0,19340,21538,6637,160
2020-08-25,배추,10,1,25441,30301,11035,22
2020-08-26,배추,10,1,24828,25441,0,20
2020-08-26,배추,10,0,17650,19340,0,141
2020-08-27,배추,10,0,21565,17650,8541,116
2020-08-27,배추,10,1,29290,24828,11283,16
2020-08-28,배추,10,0,21647,21565,8600,121
2020-08-28,배추,10,1,30226,29290,11877,17
2020-08-29,배추,10,0,17533,21647,8704,119
2020-08-29,배추,10,1,24149,30226,12508,17
2020-08-31,배추,10,0,14626,0,8442,246
2020-08-31,배추,10,1,19016,0,11105,35
2020-09-01,배추,10,0,12637,14626,7789,198
2020-09-01,배추,10,1,17629,19016,12034,28
2020-09-02,배추,10,0,15842,0,0,156
2020-09-02,배추,10,1,19618,0,0,22
2020-09-03,배추,10,0,24797,0,0,90
2020-09-03,배추,10,1,26220,0,0,12
2020-09-04,배추,10,0,17438,0,0,136
2020-09-04,배추,10,1,24600,0,0,19
2020-09-05,배추,10,0,16649,0,0,154
2020-09-05,배추,10,1,21372,0,0,22
2020-09-07,배추,10,1,26000,0,0,22
2020-09-07,배추,10,0,22090,0,0,155
2020-09-08,배추,10,0,25900,0,0,105
2020-09-08,배추,10,1,28713,0,0,15
2020-09-09,배추,10,0,21144,0,0,172
2020-09-09,배추,10,1,25712,0,0,24
2020-09-10,배추,10,0,21610,0,0,162
2020-09-10,배추,10,1,25354,0,0,23
2020-09-11,배추,10,0,22062,21610,13537,160
2020-09-11,배추,10,1,26848,25354,16683,22
2020-09-12,배추,10,1,27963,26848,15096,19
2020-09-12,배추,10,0,24079,22062,11066,138
2020-09-14,배추,10,0,28889,0,0,168
2020-09-14,배추,10,1,32293,0,0,24
2020-09-15,배추,10,0,27773,28889,0,207
2020-09-15,배추,10,1,32510,32293,0,29
2020-09-16,배추,10,0,26632,27773,0,262
2020-09-16,배추,10,1,33090,32510,0,37
2020-09-17,배추,10,0,26957,26632,12149,236
2020-09-17,배추,10,1,32634,33090,15095,33
2020-09-18,배추,10,0,24427,26957,12924,265
2020-09-18,배추,10,1,30217,32634,15080,37
2020-09-19,배추,10,1,31671,30217,17653,29
2020-09-19,배추,10,0,25748,24427,15962,205
2020-09-21,배추,10,0,24596,0,14059,349
2020-09-21,배추,10,1,32272,0,16631,49
2020-09-22,배추,10,0,25638,24596,16404,263
2020-09-22,배추,10,1,30434,32272,18227,37
2020-09-23,배추,10,0,24802,25638,0,357
2020-09-23,배추,10,1,29764,30434,0,51
2020-09-24,배추,10,0,25277,24802,24184,300
2020-09-24,배추,10,1,30578,29764,28105,42
2020-09-25,배추,10,1,30136,30578,18086,41
2020-09-25,배추,10,0,24978,25277,13848,289
2020-09-26,배추,10,0,24574,24978,15927,270
2020-09-26,배추,10,1,32731,30136,21030,38
2020-09-28,배추,10,0,23954,0,17256,391
2020-09-28,배추,10,1,31713,0,22284,55
2020-09-29,배추,10,0,24254,23954,19104,354
2020-09-29,배추,10,1,31987,31713,24480,50
2020-09-30,배추,10,0,21288,24254,0,51
2020-09-30,배추,10,1,23995,31987,0,7
2020-10-05,배추,10,0,21809,0,0,300
2020-10-05,배추,10,1,28143,0,0,42
2020-10-06,배추,10,0,19259,0,0,283
2020-10-06,배추,10,1,24774,0,0,40
2020-10-07,배추,10,1,25222,0,0,35
2020-10-07,배추,10,0,19681,0,0,250
2020-10-08,배추,10,0,16759,0,0,239
2020-10-08,배추,10,1,24034,0,0,34
2020-10-09,배추,10,0,13586,0,0,253
2020-10-09,배추,10,1,18422,0,0,36
2020-10-10,배추,10,0,10813,0,0,166
2020-10-10,배추,10,1,14987,0,0,23
2020-10-12,배추,10,0,11539,0,13621,279
2020-10-12,배추,10,1,14338,0,16031,39
2020-10-13,배추,10,1,11373,14338,15231,38
2020-10-13,배추,10,0,8152,11539,12999,269
2020-10-14,배추,10,0,7746,8152,0,242
2020-10-14,배추,10,1,11311,11373,0,34
2020-10-15,배추,10,0,8461,7746,13440,208
2020-10-15,배추,10,1,10806,11311,15126,29
2020-10-16,배추,10,0,7613,8461,14565,222
2020-10-16,배추,10,1,9327,10806,16415,31
2020-10-17,배추,10,0,7274,7613,14911,208
2020-10-17,배추,10,1,8968,9327,16410,29
2020-10-19,배추,10,0,7579,0,11654,274
2020-10-19,배추,10,1,9334,0,14546,39
2020-10-20,배추,10,1,8708,9334,14732,38
2020-10-20,배추,10,0,7265,7579,11623,269
2020-10-21,배추,10,1,8323,8708,0,34
2020-10-21,배추,10,0,6987,7265,0,238
2020-10-22,배추,10,0,6629,6987,10104,284
2020-10-22,배추,10,1,8151,8323,13185,40
2020-10-23,배추,10,0,6266,6629,10256,288
2020-10-23,배추,10,1,7662,8151,12902,41
2020-10-24,배추,10,0,5931,6266,10660,199
2020-10-24,배추,10,1,7916,7662,12359,28
2020-10-26,배추,10,0,6472,0,10179,248
2020-10-26,배추,10,1,7366,0,12516,35
2020-10-27,배추,10,1,7405,7366,10920,29
2020-10-27,배추,10,0,6344,6472,8502,203
2020-10-28,배추,10,0,5587,6344,0,244
2020-10-28,배추,10,1,6733,7405,0,34
2020-10-29,배추,10,0,5498,5587,9339,229
2020-10-29,배추,10,1,6711,6733,11130,32
2020-10-30,배추,10,0,5319,5498,8984,239
2020-10-30,배추,10,1,6712,6711,11472,34
2020-10-31,배추,10,0,4969,5319,9013,211
2020-10-31,배추,10,1,6055,6712,11026,30
2020-11-02,배추,10,0,5646,0,0,228
2020-11-02,배추,10,1,6599,0,0,32
2020-11-03,배추,10,0,5659,0,0,237
2020-11-03,배추,10,1,6744,0,0,34
2020-11-04,배추,10,0,5419,0,0,218
2020-11-04,배추,10,1,6635,0,0,31
2020-11-05,배추,10,1,7347,0,0,24
2020-11-05,배추,10,0,6096,0,0,172
2020-11-06,배추,10,0,6262,0,0,266
2020-11-06,배추,10,1,7702,0,0,38
2020-11-07,배추,10,0,5160,0,0,258
2020-11-07,배추,10,1,6588,0,0,36
2020-11-09,배추,10,0,5676,0,0,260
2020-11-09,배추,10,1,7037,0,0,37
2020-11-10,배추,10,0,6140,0,0,237
2020-11-10,배추,10,1,7317,0,0,34
2020-11-11,배추,10,1,7474,7317,0,41
2020-11-11,배추,10,0,6131,6140,0,288
2020-11-12,배추,10,0,6388,6131,9098,292
2020-11-12,배추,10,1,7616,7474,10422,41
2020-11-13,배추,10,0,7638,6388,8466,318
2020-11-13,배추,10,1,8626,7616,10166,45
2020-11-14,배추,10,0,6610,7638,8279,400
2020-11-14,배추,10,1,8275,8626,9694,57
2020-11-16,배추,10,0,5698,0,9156,434
2020-11-16,배추,10,1,7271,0,10680,62
2020-11-17,배추,10,0,5806,5698,9829,408
2020-11-17,배추,10,1,7563,7271,11298,58
2020-11-18,배추,10,1,7363,7563,0,54
2020-11-18,배추,10,0,6206,5806,0,378
2020-11-19,배추,10,1,8730,7363,10913,44
2020-11-19,배추,10,0,7491,6206,9783,309
2020-11-20,배추,10,0,8101,7491,9196,240
2020-11-20,배추,10,1,10372,8730,10591,34
2020-11-21,배추,10,0,6715,8101,9755,499
2020-11-21,배추,10,1,8209,10372,11142,71
2020-11-23,배추,10,0,6127,0,11195,500
2020-11-23,배추,10,1,7311,0,12578,71
2020-11-24,배추,10,0,5111,6127,10299,382
2020-11-24,배추,10,1,6440,7311,11712,54
2020-11-25,배추,10,1,6035,6440,0,50
2020-11-25,배추,10,0,5126,5111,0,354
2020-11-26,배추,10,0,5589,5126,9163,416
2020-11-26,배추,10,1,6607,6035,11535,59
2020-11-27,배추,10,0,6333,5589,8174,423
2020-11-27,배추,10,1,7077,6607,10251,60
2020-11-28,배추,10,0,5525,6333,7319,349
2020-11-28,배추,10,1,6505,7077,8455,49
2020-11-30,배추,10,0,3807,0,9473,306
2020-11-30,배추,10,1,4846,0,10641,43
2020-12-01,배추,10,0,3149,3807,8524,206
2020-12-01,배추,10,1,4348,4846,9931,29
2020-12-02,배추,10,0,3295,0,0,183
2020-12-02,배추,10,1,4009,0,0,26
2020-12-03,배추,10,1,5897,0,0,21
2020-12-03,배추,10,0,5184,0,0,147
2020-12-04,배추,10,0,5192,0,0,254
2020-12-04,배추,10,1,6211,0,0,36
2020-12-05,배추,10,0,4687,0,0,231
2020-12-05,배추,10,1,5477,0,0,33
2020-12-07,배추,10,0,4153,0,0,208
2020-12-07,배추,10,1,4896,0,0,29
2020-12-08,배추,10,0,3986,0,0,136
2020-12-08,배추,10,1,4690,0,0,19
2020-12-09,배추,10,1,3529,0,0,23
2020-12-09,배추,10,0,2722,0,0,167
2020-12-10,배추,10,0,3652,0,0,96
2020-12-10,배추,10,1,4126,0,0,13
2020-12-11,배추,10,0,3770,3652,8820,150
2020-12-11,배추,10,1,4559,4126,9907,21
2020-12-12,배추,10,0,4078,3770,8765,109
2020-12-12,배추,10,1,4500,4559,9528,15
2020-12-14,배추,10,0,4537,0,8522,31
2020-12-14,배추,10,1,5213,0,9562,4
2020-12-15,배추,10,0,3755,4537,8725,99
2020-12-15,배추,10,1,4277,5213,9539,14
2020-12-16,배추,10,1,3600,4277,0,6
2020-12-16,배추,10,0,3439,3755,0,44
2020-12-17,배추,10,1,3700,3600,9760,5
2020-12-17,배추,10,0,3314,3439,8863,35
2020-12-18,배추,10,0,3570,3314,8653,52
2020-12-18,배추,10,1,3800,3700,9568,7
2020-12-19,배추,10,0,3794,3570,8578,75
2020-12-19,배추,10,1,4500,3800,10021,10
2020-12-21,배추,10,0,3738,0,8052,146
2020-12-21,배추,10,1,4216,0,9105,20
2020-12-22,배추,10,0,3248,3738,7991,104
2020-12-22,배추,10,1,3793,4216,9024,14
2020-12-23,배추,10,1,3543,3793,0,19
2020-12-23,배추,10,0,2995,3248,0,137
2020-12-24,배추,10,0,3418,2995,8569,75
2020-12-24,배추,10,1,3683,3543,9435,10
2020-12-25,배추,10,0,3178,3418,8570,95
2020-12-25,배추,10,1,3562,3683,9435,13
2020-12-26,배추,10,0,3369,3178,7938,38
2020-12-26,배추,10,1,3700,3562,8543,5
2020-12-28,배추,10,0,3748,0,9036,99
2020-12-28,배추,10,1,3956,0,9665,14
2020-12-29,배추,10,0,3873,3748,9300,95
2020-12-29,배추,10,1,4300,3956,10394,13
2020-12-30,배추,10,0,3551,3873,0,190
2020-12-30,배추,10,1,4381,4300,0,27
2020-12-31,배추,10,0,2610,3551,9846,35
2020-12-31,배추,10,1,2800,4381,10772,5
2021-01-04,배추,10,1,4619,0,0,14
2021-01-04,배추,10,0,4063,0,0,103
2021-01-05,배추,10,1,4545,0,0,18
2021-01-05,배추,10,0,3892,0,0,128
2021-01-06,배추,10,0,3663,0,0,144
2021-01-06,배추,10,1,4091,0,0,20
2021-01-07,배추,10,0,3707,0,0,54
2021-01-07,배추,10,1,4400,0,0,7
2021-01-08,배추,10,0,2283,0,0,33
2021-01-08,배추,10,1,3000,0,0,4
2021-01-09,배추,10,0,2283,0,0,2
2021-01-11,배추,10,1,5200,0,10175,6
2021-01-11,배추,10,0,4675,0,9168,44
2021-01-12,배추,10,0,4230,4675,8736,98
2021-01-12,배추,10,1,4663,5200,9500,14
2021-01-13,배추,10,0,5117,4230,0,35
2021-01-13,배추,10,1,5500,4663,0,5
2021-01-14,배추,10,0,4605,5117,8432,106
2021-01-14,배추,10,1,5100,5500,9257,15
2021-01-15,배추,10,0,5057,4605,8408,84
2021-01-15,배추,10,1,5500,5100,9110,12
2021-01-16,배추,10,0,5025,5057,8564,81
2021-01-16,배추,10,1,5400,5500,9300,11
2021-01-18,배추,10,1,5868,0,9423,17
2021-01-18,배추,10,0,5201,0,8885,124
2021-01-19,배추,10,1,6000,5868,9048,12
2021-01-19,배추,10,0,5527,5201,8612,87
2021-01-20,배추,10,0,4704,5527,0,107
2021-01-20,배추,10,1,5258,6000,0,15
2021-01-21,배추,10,0,4168,4704,8940,92
2021-01-21,배추,10,1,4870,5258,9381,13
2021-01-22,배추,10,0,4080,4168,9030,116
2021-01-22,배추,10,1,5149,4870,9685,16
2021-01-23,배추,10,0,4852,4080,9269,51
2021-01-23,배추,10,1,5100,5149,10050,7
2021-01-25,배추,10,1,6682,0,8000,10
2021-01-25,배추,10,0,5792,0,6482,76
2021-01-26,배추,10,0,5967,5792,0,132
2021-01-26,배추,10,1,7200,6682,0,18
2021-01-27,배추,10,0,6924,5967,0,79
2021-01-27,배추,10,1,8100,7200,0,11
2021-01-28,배추,10,0,6846,6924,0,154
2021-01-28,배추,10,1,7716,8100,0,22
2021-01-29,배추,10,0,6131,6846,8549,150
2021-01-29,배추,10,1,7859,7716,9513,21
2021-01-30,배추,10,0,6012,6131,8689,45
2021-01-30,배추,10,1,7500,7859,9276,6
2021-02-01,배추,10,0,6813,0,8609,144
2021-02-01,배추,10,1,8157,0,9351,20
2021-02-02,배추,10,1,7594,0,0,18
2021-02-02,배추,10,0,5120,0,0,129
2021-02-03,배추,10,0,6038,0,0,125
2021-02-03,배추,10,1,7944,0,0,18
2021-02-04,배추,10,0,5925,0,0,121
2021-02-04,배추,10,1,8735,0,0,17
2021-02-05,배추,10,0,6123,0,0,102
2021-02-05,배추,10,1,7700,0,0,14
2021-02-06,배추,10,0,5969,0,0,75
2021-02-06,배추,10,1,7689,0,0,10
2021-02-08,배추,10,1,8129,0,0,21
2021-02-08,배추,10,0,6675,0,0,147
2021-02-09,배추,10,0,7444,0,0,89
2021-02-09,배추,10,1,8200,0,0,12
2021-02-10,배추,10,0,6569,0,0,108
2021-02-10,배추,10,1,8155,0,0,15
2021-02-11,배추,10,0,6569,6569,8790,7
2021-02-11,배추,10,1,8155,8155,9770,1
2021-02-15,배추,10,0,6922,0,8909,79
2021-02-15,배추,10,1,8742,0,9475,11
2021-02-16,배추,10,0,7700,6922,8753,76
2021-02-16,배추,10,1,9528,8742,9227,10
2021-02-17,배추,10,1,10088,9528,0,10
2021-02-17,배추,10,0,8483,7700,0,72
2021-02-18,배추,10,1,10300,10088,9549,6
2021-02-18,배추,10,0,9394,8483,9194,42
2021-02-19,배추,10,0,10337,9394,9456,56
2021-02-19,배추,10,1,10800,10300,9955,8
2021-02-20,배추,10,0,9539,10337,8916,72
2021-02-20,배추,10,1,10569,10800,9500,10
2021-02-22,배추,10,0,8555,0,9015,156
2021-02-22,배추,10,1,10636,0,9594,22
2021-02-23,배추,10,0,8954,8555,9076,101
2021-02-23,배추,10,1,11359,10636,9485,14
2021-02-24,배추,10,1,11174,11359,0,18
2021-02-24,배추,10,0,8835,8954,0,131
2021-02-25,배추,10,0,8799,8835,9107,114
2021-02-25,배추,10,1,10700,11174,9693,16
2021-02-26,배추,10,0,9526,8799,9137,93
2021-02-26,배추,10,1,11200,10700,9575,13
2021-02-27,배추,10,0,8697,9526,9193,71
2021-02-27,배추,10,1,10183,11200,9800,10
2021-03-01,배추,10,0,9096,0,9122,115
2021-03-01,배추,10,1,10880,0,9500,16
2021-03-02,배추,10,0,7961,0,0,124
2021-03-02,배추,10,1,10524,0,0,17
2021-03-03,배추,10,0,9403,0,0,60
2021-03-03,배추,10,1,10197,0,0,8
2021-03-04,배추,10,0,9182,0,0,80
2021-03-04,배추,10,1,10070,0,0,11
2021-03-05,배추,10,1,10963,0,0,11
2021-03-05,배추,10,0,8879,0,0,79
2021-03-06,배추,10,0,10200,0,0,27
2021-03-06,배추,10,1,10800,0,0,3
2021-03-08,배추,10,0,9504,0,0,181
2021-03-08,배추,10,1,11143,0,0,25
2021-03-09,배추,10,0,9569,0,0,106
2021-03-09,배추,10,1,11170,0,0,15
2021-03-10,배추,10,0,10004,0,0,90
2021-03-10,배추,10,1,10763,0,0,12
2021-03-11,배추,10,1,10502,10763,9174,16
2021-03-11,배추,10,0,8900,10004,8464,112
2021-03-12,배추,10,0,9655,8900,8633,117
2021-03-12,배추,10,1,10873,10502,9200,16
2021-03-13,배추,10,0,9655,9655,8234,15
2021-03-13,배추,10,1,10873,10873,8918,2
2021-03-15,배추,10,0,9737,0,8850,136
2021-03-15,배추,10,1,11478,0,9200,19
2021-03-16,배추,10,0,9497,9737,0,104
2021-03-16,배추,10,1,10774,11478,0,14
2021-03-17,배추,10,0,9404,9497,8335,107
2021-03-17,배추,10,1,10814,10774,9319,15
2021-03-18,배추,10,1,9400,10814,9145,14
2021-03-18,배추,10,0,8558,9404,8269,100
2021-03-19,배추,10,1,9800,9400,9081,7
2021-03-19,배추,10,0,8653,8558,8015,51
2021-03-20,배추,10,0,10049,8653,7974,25
2021-03-20,배추,10,1,10500,9800,8800,3
2021-03-22,배추,10,0,9878,0,8214,152
2021-03-22,배추,10,1,10946,0,8982,21
2021-03-23,배추,10,0,8740,9878,0,118
2021-03-23,배추,10,1,10632,10946,0,16
2021-03-24,배추,10,0,9938,8740,8291,96
2021-03-24,배추,10,1,11260,10632,9093,13
2021-03-25,배추,10,1,10939,11260,9552,16
2021-03-25,배추,10,0,8979,9938,8595,115
2021-03-26,배추,10,0,9682,8979,8070,85
2021-03-26,배추,10,1,11336,10939,9051,12
2021-03-27,배추,10,0,8992,9682,8178,45
2021-03-27,배추,10,1,11600,11336,9040,6
2021-03-29,배추,10,0,9774,0,8059,148
2021-03-29,배추,10,1,11596,0,8500,21
2021-03-30,배추,10,0,9028,9774,0,112
2021-03-30,배추,10,1,10887,11596,0,16
2021-03-31,배추,10,0,9522,9028,8177,86
2021-03-31,배추,10,1,10484,10887,9105,12
2021-04-01,배추,10,0,9725,9522,7887,102
2021-04-01,배추,10,1,11311,10484,9002,14
2021-04-02,배추,10,1,11044,0,0,14
2021-04-02,배추,10,0,9750,0,0,98
2021-04-03,배추,10,0,10132,0,0,46
2021-04-03,배추,10,1,10700,0,0,6
2021-04-05,배추,10,0,9681,0,0,157
2021-04-05,배추,10,1,10949,0,0,22
2021-04-06,배추,10,0,9776,0,0,116
2021-04-06,배추,10,1,11596,0,0,16
2021-04-07,배추,10,0,8844,0,0,116
2021-04-07,배추,10,1,11251,0,0,16
2021-04-08,배추,10,1,11070,0,0,11
